Viti Godina Year,"Muaji 
Mesec
Month","PERSHKRIMI I SEKTORIT
OPIS SEKTORA
SECTOR DESCRIPTION","Statusi i regjistrimit 
Status registracije Registration status",Komuna Opstina Municipality,"Nr Tatimp 
Poreski obveznik 
Number of Taxpayers","Nr Puns
Broj zaposlenih 
Number of  employees",Primar Primarna Primary,Sekondar Sekundarna Secondary,"Meshkuj
Muskarci 
Men (M).","Femra
Zenske
Women (F)","Pa Verif 
Neprovereno 
Unverified",M 15-24,F 15-24,M 25-34,F 25-34,M 35-44,F 35-44,M 45-54,F 45-54,M 55-64,F 55-64,M 65+,F 65+,"Mesat. Pages
Prosecna plata
Average Wage","Mesat. Meshk 
Prosecni M.
Average M.","Mesat. Fem.
Prosecni F. Average F."
2020,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,Ortakëria e përgj.,PRISHTINË,9,34,26,8,11,23,0,1,2,4,5,4,7,0,7,2,2,0,0,345.8,374.72,331.97
2020,1,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,KLINË,1,23,23,0,8,15,0,1,0,2,1,4,2,0,10,1,2,0,0,184.35,234.61,157.54
2020,1,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,GJILAN,1,40,40,0,37,3,0,0,0,1,2,5,1,13,0,18,0,0,0,276.52,271.99,332.33
2020,1,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem, Bashkësi Fetare,PODUJEVË,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,850,850,
2020,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,ISTOG,85,241,238,3,154,87,0,26,18,59,27,36,20,21,11,12,11,0,0,235.34,241.4,224.61
2020,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,GJILAN,3,17,17,0,12,5,0,4,2,6,0,1,2,0,1,1,0,0,0,195.29,193.33,200
2020,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,DRAGASH,12,64,63,1,59,5,0,8,2,18,1,9,0,16,1,8,1,0,0,232.76,227.27,297.54
2020,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,FERIZAJ,545,1353,"1,315",38,832,513,8,168,97,272,163,188,113,133,103,68,36,3,1,222.46,229.73,210.11
2020,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PRIZREN,786,2016,"1,968",48,1301,708,7,213,130,408,204,303,183,260,145,111,45,6,1,239.74,253.19,215
2020,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Kompani e huaj,PRIZREN,2,5,5,0,5,0,0,1,0,1,0,1,0,2,0,0,0,0,0,350,350,
2020,2,Arsimi,SH.P.K.,VUSHTRRI,8,26,24,2,18,8,0,1,1,5,6,4,0,4,0,4,1,0,0,167.03,163.33,175.36
2020,2,Ndertimtaria,Ortakëria e përgj.,LIPJAN,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,190,190,
2020,2,Ndertimtaria,Ndërmarrje nën menaxhim të AKP-së,PRIZREN,1,4,4,0,4,0,0,0,0,1,0,0,0,1,0,2,0,0,0,314.29,314.29,
2020,2,Ndertimtaria,Individual,KAMENICË,21,56,54,2,46,10,0,10,1,10,1,12,2,14,6,0,0,0,0,191.96,190.85,197.02
2020,2,Ndertimtaria,Ndërmarrje nën menaxhim të AKP-së,PRISHTINË,1,2,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,322.15,322.15,
2020,2,Person Fizik,Person fizik,GJAKOVË,88,422,404,18,296,126,0,48,16,104,49,69,33,42,17,30,11,3,0,318.72,350.68,243.66
2020,2,Industria nxjerrese,Ndërmarrje nën menaxhim të AKP-së,GJAKOVË,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,267.66,267.66,
2020,2,Industria nxjerrese,Individual,PRISHTINË,1,4,4,0,3,1,0,0,0,2,1,1,0,0,0,0,0,0,0,387.5,383.33,400
2020,2,Industria perpunuese,SH.P.K.,PRISHTINË,326,2746,"2,657",89,1970,752,24,445,199,688,241,488,174,234,120,109,17,6,1,444.87,473.3,366.23
2020,2,Informimi dhe komunikimi,Ortakëria e përgj.,PRISHTINË,4,61,61,0,46,15,0,8,4,20,3,12,3,5,5,1,0,0,0,417.11,436.08,358.92
2020,2,Transporti dhe magazinimi,SH.P.K.,DEÇAN,5,27,26,1,20,7,0,2,1,4,3,7,1,4,2,3,0,0,0,244.94,251.55,230.77
2020,2,Transporti dhe magazinimi,SH.P.K.,OBILIQ,2,13,13,0,13,0,0,1,0,0,0,7,0,4,0,1,0,0,0,200,200,
2020,2,Aktivitetet e patundshmerise,SH.P.K.,GLLOGOC,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,220,,220
2020,2,Aktivitetet e tjera sherbyese, Bashkësi Fetare,PRISHTINË,4,297,193,104,229,65,3,13,5,39,26,77,21,53,8,43,4,4,1,379.06,392.47,333.9
2020,2,"Artet, Argetimi dhe rekreacioni",Individual,GLLOGOC,2,2,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,235,235,
2020,2,"Artet, Argetimi dhe rekreacioni",Individual,MITROVICË,8,25,25,0,17,8,0,1,1,8,6,3,0,3,0,2,1,0,0,236.14,247.19,209.29
2020,2,"Artet, Argetimi dhe rekreacioni",Individual,FUSHË KOSOVË,2,4,4,0,4,0,0,1,0,1,0,1,0,1,0,0,0,0,0,200,200,
2020,2,Bujqesia;Pylltaria dhe Peshkimi,Individual,DRAGASH,12,27,26,1,15,10,2,1,0,1,6,4,0,4,1,4,3,1,0,190,202.86,170
2020,2,Aktivitetet financiare dhe te sigurimit,SH.P.K.,PODUJEVË,3,4,4,0,3,1,0,1,0,1,1,1,0,0,0,0,0,0,0,227.5,246.67,170
2020,2,Sherbimet administrative dhe mbeshtetese,SH.P.K.,DRAGASH,1,10,10,0,9,1,0,1,0,5,0,0,1,3,0,0,0,0,0,277.8,275.33,300
2020,2,"Aktivitetet profesionale, shkencore dhe teknike",Ortakëria e përgj.,LIPJAN,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,150,150,
2020,2,Aktivitetet e trupave dhe organizatave nderkombetare,Organizata Buxhetore,PRISHTINË,1,3,3,0,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1718.19,1206.19,1974.19
2020,2,Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,KAÇANIK,1,2,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,170,170,170
2020,2,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,FUSHË KOSOVË,132,426,417,9,296,126,4,56,23,112,42,63,35,43,20,22,6,0,0,328.49,341.43,296.77
2020,2,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,SH.P.K.,PRISHTINË,14,102,95,7,88,12,2,12,1,19,4,23,5,23,2,11,0,0,0,392.91,398.89,348.38
2020,3,Ndertimtaria,Ortakëria e përgj.,MITROVICË,1,15,15,0,15,0,0,3,0,6,0,2,0,2,0,2,0,0,0,317.27,317.27,
2020,3,Mungon aktiviteti,OJQ,VITI,2,2,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,235,250,220
2020,3,Mungon aktiviteti,SH.P.K.,FERIZAJ,1,2,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,425.62,425.62,
2020,3,Industria nxjerrese,SH.P.K.,KLLOKOT,2,8,7,1,8,0,0,0,0,1,0,2,0,4,0,1,0,0,0,225,225,
2020,3,Industria perpunuese,Kompani e huaj,VITI,1,17,13,4,14,2,1,1,0,8,2,3,0,1,0,1,0,0,0,373.67,382.31,375
2020,3,Industria perpunuese,Individual,ISTOG,18,34,30,4,28,6,0,5,1,7,1,10,2,3,2,3,0,0,0,204.66,209.26,185.48
2020,3,Industria perpunuese,Individual,GLLOGOC,12,29,26,3,22,7,0,5,0,9,2,5,3,2,1,1,1,0,0,297.62,304.44,277.15
2020,3,Industria perpunuese,Individual,SKENDERAJ,6,10,9,1,5,5,0,1,1,1,1,2,0,0,2,1,1,0,0,182.29,170,194.58
2020,3,Industria perpunuese,Ortakëria e përgj.,FUSHË KOSOVË,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,170,170,
2020,3,Aktivitetet e tjera sherbyese, Bashkësi Fetare,KAÇANIK,1,6,4,2,4,2,0,1,0,0,1,2,0,0,1,0,0,1,0,174.48,209.22,105
2020,3,Akomodimi dhe sherbimi ushqimor,SH.P.K.,KLLOKOT,1,3,3,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,200,200,200
2020,3,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,SHTËRPCË,1,4,4,0,3,1,0,0,0,2,0,0,0,0,1,0,0,1,0,260,290,170
2020,3,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,NOVOBËRDË,10,34,33,1,16,18,0,0,4,8,5,7,6,0,1,1,2,0,0,166.57,163.75,169.07
2020,3,Sherbimet administrative dhe mbeshtetese,SH.P.K.,SHTIME,1,4,4,0,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,200,200,200
2020,3,"Aktivitetet profesionale, shkencore dhe teknike",Shoqëri akcionare,PRISHTINË,3,24,22,2,12,12,0,1,2,6,5,1,2,3,3,1,0,0,0,422.82,507.05,338.59
2020,3,Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,OBILIQ,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,200,,200
2020,3,Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,SUHAREKË,12,21,8,13,7,14,0,0,1,1,1,2,8,2,1,2,3,0,0,205.6,285.71,165.55
2020,3,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,LIPJAN,1,2,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,390,,390
2020,3,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,PODUJEVË,1,33,33,0,18,15,0,0,1,5,5,6,5,4,2,2,2,1,0,455.2,531.53,363.6
2020,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,PRIZREN,148,555,485,70,401,142,12,58,36,117,52,103,29,70,17,39,5,14,3,333.89,342.04,310.78
2020,4,Arsimi,Individual,MALISHEVË,3,3,2,1,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,170,170,
2020,4,Ndertimtaria,Individual,FUSHË KOSOVË,5,15,14,1,7,3,5,1,1,3,0,1,0,2,1,0,1,0,0,199.54,233.57,161.93
2020,4,Person Fizik,Person fizik,PRIZREN,35,286,276,10,215,71,0,43,8,67,22,55,21,34,17,11,3,5,0,327.88,326.17,333.29
2020,4,Mungon aktiviteti,OJQ,FERIZAJ,5,340,334,6,122,218,0,24,51,49,85,25,57,21,23,3,2,0,0,356.56,374.82,346.34
2020,4,Mungon aktiviteti,OJQ,KAÇANIK,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,170,170,
2020,4,Mungon aktiviteti,OJQ,KAMENICË,4,7,1,6,4,3,0,0,0,2,1,0,0,2,2,0,0,0,0,236.33,225,251.45
2020,4,Mungon aktiviteti,OJQ,MALISHEVË,1,29,29,0,13,16,0,2,2,2,6,2,7,5,1,2,0,0,0,354.83,356.92,353.13
2020,4,Industria nxjerrese,SH.P.K.,OBILIQ,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,300,300,
2020,1,Arsimi,SH.P.K.,ISTOG,4,16,12,4,10,6,0,2,0,2,2,2,1,2,3,1,0,1,0,181.67,178.57,186
2020,1,Ndertimtaria,Individual,PRIZREN,76,340,328,12,274,66,0,69,2,86,25,58,16,37,18,23,5,1,0,270.6,274.97,252.49
2020,1,Ndertimtaria,Ndërmarrje shoq.,PODUJEVË,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,376.09,337.56,414.62
2020,1,Ndertimtaria,Ortakëria e përgj.,SUHAREKË,1,5,5,0,5,0,0,1,0,4,0,0,0,0,0,0,0,0,0,342.4,342.4,
2020,1,Industria nxjerrese,SH.P.K.,PODUJEVË,2,9,9,0,9,0,0,1,0,5,0,2,0,0,0,1,0,0,0,238.89,238.89,
2020,1,Industria nxjerrese,Individual,PRISHTINË,1,2,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,375,375,
2020,1,Industria nxjerrese,Kompani e huaj,PRISHTINË,1,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1772.45,1772.45,
2020,1,Industria perpunuese,Kompani e huaj,VITI,1,16,11,5,13,2,1,2,0,6,1,3,0,1,0,1,1,0,0,365.63,365.38,425
2020,1,Informimi dhe komunikimi,Individual,GLLOGOC,4,8,8,0,8,0,0,3,0,2,0,2,0,0,0,1,0,0,0,296.25,296.25,
2020,1,Informimi dhe komunikimi,SH.P.K.,RAHOVEC,4,8,8,0,6,2,0,0,1,5,1,1,0,0,0,0,0,0,0,202.5,200,210
2020,1,Transporti dhe magazinimi,SH.P.K.,LEPOSAVIQ,3,4,4,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,402.5,425,380
2020,1,Aktivitetet e patundshmerise,Individual,PRIZREN,1,2,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,100,100,
2020,1,Aktivitetet e patundshmerise,SH.P.K.,GRAÇANICË,2,9,8,1,5,4,0,2,1,2,2,0,1,1,0,0,0,0,0,416.21,289.63,574.44
2020,1,Aktivitetet e tjera sherbyese,OJQ,GLLOGOC,6,89,76,13,51,37,1,11,19,19,8,9,3,7,4,4,2,1,0,806.24,1141.24,325.53
2020,1,Aktivitetet e tjera sherbyese,OJQ,HANI I ELEZIT,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,300,300,
2020,1,Akomodimi dhe sherbimi ushqimor,Ortakëria e përgj.,PEJË,6,61,60,1,49,9,3,12,1,21,1,7,4,6,1,3,2,0,0,310.1,296.53,368.2
2020,1,Akomodimi dhe sherbimi ushqimor,SH.P.K.,ZVEÇAN,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,200,
2020,1,"Artet, Argetimi dhe rekreacioni",SH.P.K.,PEJË,5,43,42,1,36,7,0,5,1,19,0,6,3,4,2,2,1,0,0,506.05,541.94,321.43
2020,1,"Artet, Argetimi dhe rekreacioni",Individual,LIPJAN,5,6,5,1,5,1,0,3,1,1,0,1,0,0,0,0,0,0,0,170,164,200
2020,1,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,SUHAREKË,15,37,33,4,27,9,1,2,1,9,3,6,3,7,2,3,0,0,0,252.02,248.56,234.44
2020,1,Bujqesia;Pylltaria dhe Peshkimi,Individual,LEPOSAVIQ,4,10,10,0,4,6,0,0,2,2,1,1,1,1,1,0,1,0,0,184.44,195,176
2020,1,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,PRISHTINË,41,182,170,12,105,70,7,17,8,40,23,25,19,15,15,7,5,1,0,283.62,325.13,228.98
2020,1,Aktivitetet financiare dhe te sigurimit,SH.P.K.,KAMENICË,3,8,8,0,6,2,0,0,1,3,0,0,0,2,1,1,0,0,0,634.38,464.64,1143.62
2020,1,Aktivitetet financiare dhe te sigurimit,Shoqëri akcionare,GRAÇANICË,1,24,22,2,11,13,0,2,4,4,6,5,3,0,0,0,0,0,0,485.39,567.83,415.64
2020,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,GJILAN,58,101,83,18,22,79,0,5,12,8,34,2,9,4,15,2,9,1,0,190.02,207.72,185.08
2020,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,PRIZREN,112,254,216,38,70,184,0,4,23,29,65,18,53,8,27,9,14,2,2,243.62,280.06,229.69
2020,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,Ortakëria e përgj.,PODUJEVË,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,200,,200
2020,1,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",SH.P.K.,FUSHË KOSOVË,4,28,28,0,20,8,0,4,3,10,2,3,3,2,0,1,0,0,0,499.88,512.92,467.28
2020,1,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,SUHAREKË,1,4,4,0,4,0,0,0,0,0,0,1,0,2,0,1,0,0,0,280,280,
2020,1,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Projekt,PRISHTINË,7,38,33,5,19,18,1,1,0,4,9,9,8,2,1,3,0,0,0,1038.01,1135.75,830.49
2020,1,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Agjension i Huaj Qeveritar,PRISHTINË,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1320,1320,
2020,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,VITI,56,465,445,20,367,98,0,57,33,107,33,79,17,91,11,32,4,1,0,288.43,291.85,275.69
2020,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,KLINË,33,435,433,2,262,172,1,59,80,91,49,52,33,44,9,14,1,2,0,374.25,413.54,313.08
2020,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,GLLOGOC,145,394,386,8,241,153,0,46,36,95,50,70,31,18,26,12,10,0,0,227.58,241.97,204.61
2020,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,MITROVICË,271,1090,"1,079",11,534,554,2,146,208,171,122,128,134,70,72,19,16,0,2,237.91,257.92,218.35
2020,2,Arsimi,Organizata Buxhetore,PEJË,1,38,38,0,17,21,0,5,13,9,7,3,1,0,0,0,0,0,0,331.89,380.52,292.53
2020,2,Arsimi,Individual,DEÇAN,3,16,14,2,7,9,0,0,0,2,2,1,5,2,0,2,2,0,0,160.27,131.5,182.65
2020,2,Arsimi,Individual,RAHOVEC,3,14,10,4,8,6,0,2,2,2,1,0,0,3,3,1,0,0,0,148.57,123.75,181.67
2020,2,Arsimi,Individual,PRISHTINË,66,528,489,39,124,397,7,5,44,32,125,30,130,31,75,16,22,10,1,355.23,422.57,328.38
2020,2,Ndertimtaria,Individual,VITI,20,83,83,0,79,4,0,9,0,25,1,26,1,16,2,3,0,0,0,225.6,227.03,197.5
2020,2,Ndertimtaria,SH.P.K.,VUSHTRRI,31,352,345,7,303,49,0,55,7,101,17,79,15,56,8,12,2,0,0,342.56,349.24,301.25
2020,2,Ndertimtaria,Individual,LEPOSAVIQ,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
2020,2,Ndertimtaria,Individual,ZUBIN POTOK,2,14,14,0,12,2,0,1,0,4,0,2,0,2,1,3,1,0,0,222.14,225.83,200
2020,2,Person Fizik,Person fizik,LIPJAN,32,124,119,5,92,29,3,9,4,35,11,25,6,15,4,7,4,1,0,286.1,283.23,252.39
2020,2,Mungon aktiviteti,Ndërmarrje shoq.,VITI,1,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,275,275,
2020,2,Mungon aktiviteti,Agjension i Huaj Qeveritar,PRIZREN,1,60,60,0,46,14,0,0,0,11,3,10,3,14,5,11,3,0,0,416.9,416.57,417.98
2020,2,Industria nxjerrese,SH.P.K.,KAMENICË,6,20,19,1,18,2,0,1,0,5,2,5,0,6,0,1,0,0,0,225.26,231.76,170
2020,2,Industria perpunuese,Individual,ZVEÇAN,1,5,5,0,5,0,0,3,0,2,0,0,0,0,0,0,0,0,0,300,300,
2020,2,Industria perpunuese,SH.P.K.,KLLOKOT,5,49,48,1,42,7,0,4,2,5,1,10,2,11,0,12,2,0,0,431.63,459.8,262.62
2020,2,Industria perpunuese,Individual,SUHAREKË,66,220,216,4,158,62,0,32,13,55,14,40,19,23,13,8,3,0,0,245.96,258.99,212.76
2020,2,Transporti dhe magazinimi,Individual,ISTOG,15,47,46,1,39,8,0,4,1,11,1,12,2,6,4,5,0,1,0,196.97,198.89,187.6
2020,2,Transporti dhe magazinimi,Individual,SHTIME,5,17,17,0,16,1,0,3,0,7,0,0,1,5,0,1,0,0,0,188.82,185,250
2020,2,Transporti dhe magazinimi,Shoqëri akcionare,FERIZAJ,2,118,118,0,100,18,0,1,0,14,7,30,5,33,1,22,5,0,0,333.01,321.62,396.28
2020,2,Transporti dhe magazinimi,SH.P.K.,MALISHEVË,1,2,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,400,400,
2020,2,Transporti dhe magazinimi,Individual,PRISHTINË,50,255,250,5,210,45,0,32,10,54,14,52,12,39,4,30,5,3,0,277.37,254.74,383.01
2020,2,Aktivitetet e patundshmerise,SH.P.K.,GRAÇANICË,2,9,8,1,5,4,0,2,1,2,2,0,1,1,0,0,0,0,0,437.82,328.54,574.44
2020,2,Aktivitetet e patundshmerise,Shoqëri akcionare,PRISHTINË,1,93,92,1,73,20,0,0,0,3,3,14,2,25,8,31,7,0,0,462.48,469.82,435.7
