Viti Godina Year,"Muaji 
Mesec
Month","PERSHKRIMI I SEKTORIT
OPIS SEKTORA
SECTOR DESCRIPTION","Statusi i regjistrimit 
Status registracije Registration status",Komuna Opstina Municipality,"Nr Tatimp 
Poreski obveznik 
Number of Taxpayers","Nr Puns
Broj zaposlenih 
Number of  employees",Primar Primarna Primary,Sekondar Sekundarna Secondary,"Meshkuj
Muskarci 
Men (M).","Femra
Zenske
Women (F)","Pa Verif 
Neprovereno 
Unverified",M 15-24,F 15-24,M 25-34,F 25-34,M 35-44,F 35-44,M 45-54,F 45-54,M 55-64,F 55-64,M 65+,F 65+,"Mesat. Pages
Prosecna plata
Average Wage","Mesat. Meshk 
Prosecni M.
Average M.","Mesat. Fem.
Prosecni F. Average F."
2020,3,Industria perpunuese,SH.P.K.,FUSHË KOSOVË,43,224,213,11,165,56,3,26,11,45,20,43,18,35,7,12,0,4,0,470.26,492.58,410.23
2020,3,Informimi dhe komunikimi,Individual,RAHOVEC,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78.46,78.46,
2020,3,Transporti dhe magazinimi,Shoqëri akcionare,PEJË,1,62,59,3,41,21,0,0,0,0,0,4,1,8,1,29,19,0,0,314.69,327.9,288.92
2020,3,Transporti dhe magazinimi,Ndërmarrje shoq.,PRIZREN,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,225.38,225.38,
2020,3,Aktivitetet e tjera sherbyese,SH.P.K.,PRISHTINË,60,254,217,37,156,87,11,14,14,53,27,51,28,22,15,15,3,1,0,628.52,686.24,417.15
2020,3,Aktivitetet financiare dhe te sigurimit,Individual,FERIZAJ,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,250,250,
2020,3,Aktivitetet financiare dhe te sigurimit,SH.P.K.,SUHAREKË,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,188.38,,188.38
2020,3,"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,OBILIQ,3,7,4,3,4,3,0,0,1,0,1,1,1,1,0,0,0,2,0,1466.96,3125,361.6
2020,3,"Aktivitetet profesionale, shkencore dhe teknike",Ortakëria e përgj.,KAMENICË,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,170,170,
2020,3,"Aktivitetet profesionale, shkencore dhe teknike",Individual,SKENDERAJ,1,2,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,200,200,
2020,3,Aktivitetet e trupave dhe organizatave nderkombetare, Ambasada,PRISHTINË,14,576,576,0,375,199,2,2,4,27,48,140,64,150,60,51,23,5,0,1533.94,1497.32,1604.21
2020,3,Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,PRISHTINË,82,448,132,316,263,176,9,7,8,31,29,88,65,69,39,37,22,31,13,798.93,999.7,406.21
2020,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,ZVEÇAN,7,12,12,0,9,3,0,0,0,4,1,1,1,1,0,3,1,0,0,246.69,267.17,185.26
2020,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,MITROVICË,35,206,189,17,150,55,1,29,17,50,21,41,8,18,7,12,2,0,0,437.34,479.01,326.34
2020,3,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Individual,DEÇAN,1,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,170,170,170
2020,4,Arsimi,Individual,SUHAREKË,2,3,1,2,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,200,,200
2020,4,Arsimi,Individual,VUSHTRRI,1,5,5,0,0,5,0,0,1,0,4,0,0,0,0,0,0,0,0,,,
2020,4,Arsimi,Shoqëri akcionare,PRISHTINË,1,5,2,3,2,3,0,0,0,1,1,1,0,0,1,0,1,0,0,723.63,893.46,610.41
2020,4,Ndertimtaria,SH.P.K.,KLINË,11,38,30,8,33,5,0,6,0,15,2,4,2,6,1,2,0,0,0,215.33,216.86,206.78
2020,4,Mungon aktiviteti,Kompani e huaj,PEJË,2,24,24,0,15,9,0,1,2,4,4,6,3,3,0,1,0,0,0,369.58,396.67,324.44
2020,4,Mungon aktiviteti,Ndërmarrje shoq.,VITI,1,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,275,275,
2020,4,Mungon aktiviteti,SH.P.K.,FERIZAJ,1,2,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,425.62,425.62,
2020,4,Mungon aktiviteti,Organizata Buxhetore,KAÇANIK,1,6,6,0,4,2,0,0,0,2,1,1,1,1,0,0,0,0,0,356.67,365,340
2020,4,Mungon aktiviteti, Bashkësi Fetare,MITROVICË,1,45,42,3,40,4,1,3,0,5,2,19,1,7,1,4,0,2,0,247.79,254.6,80
2020,4,Industria perpunuese,Individual,PODUJEVË,22,78,76,2,64,14,0,14,2,16,5,16,2,13,5,5,0,0,0,158.41,156.72,167.49
2020,4,Industria perpunuese,Shoqëri akcionare,FUSHË KOSOVË,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,294.42,294.42,
2020,4,Informimi dhe komunikimi,SH.P.K.,SUHAREKË,2,8,7,1,4,4,0,0,0,1,1,1,1,2,2,0,0,0,0,233.99,316.96,192.5
2020,4,Aktivitetet e patundshmerise,SH.P.K.,PRISHTINË,21,49,36,13,38,8,3,7,1,15,2,7,4,7,1,2,0,0,0,837.71,875.91,576.15
2020,4,Aktivitetet e tjera sherbyese,OJQ,PEJË,5,37,34,3,15,22,0,3,3,4,10,5,5,1,3,2,1,0,0,530.62,634.95,464.23
2020,4,Akomodimi dhe sherbimi ushqimor,Individual,ISTOG,7,31,30,1,20,11,0,3,3,10,2,4,5,2,1,1,0,0,0,199,200,198.67
2020,1,Arsimi,SH.P.K.,GJILAN,15,146,138,8,50,95,1,3,10,12,47,12,20,14,15,8,3,1,0,247.36,235.04,252.23
2020,1,Ndertimtaria,Individual,KAMENICË,18,48,46,2,39,9,0,6,1,8,0,12,2,13,6,0,0,0,0,191.67,194.26,180.63
2020,1,Industria perpunuese,Ortakëria e përgj.,DEÇAN,1,7,7,0,5,2,0,0,0,4,0,1,1,0,1,0,0,0,0,200,200,200
2020,1,Industria perpunuese,SH.P.K.,SKENDERAJ,11,183,180,3,148,34,1,23,2,52,14,25,12,22,6,25,0,1,0,371.19,382.4,284.99
2020,1,Transporti dhe magazinimi,SH.P.K.,KAÇANIK,7,33,31,2,31,2,0,4,1,8,0,10,0,5,1,4,0,0,0,345.36,305.71,960
2020,1,Transporti dhe magazinimi,Kompani e huaj,PRISHTINË,3,21,21,0,7,7,7,1,0,3,5,2,2,1,0,0,0,0,0,2209.52,1614.86,1263.74
2020,1,Aktivitetet e patundshmerise,SH.P.K.,PEJË,2,8,6,2,5,3,0,0,0,2,2,2,0,0,0,1,1,0,0,384.77,450,276.05
2020,1,Aktivitetet e patundshmerise,SH.P.K.,PRIZREN,6,49,42,7,41,8,0,8,2,10,2,9,1,6,3,8,0,0,0,420.19,423.54,403.02
2020,1,Aktivitetet e tjera sherbyese,Individual,DEÇAN,8,12,12,0,7,5,0,0,0,2,3,2,2,2,0,1,0,0,0,187.27,188.33,186
2020,1,Aktivitetet e tjera sherbyese, Bashkësi Fetare,KAÇANIK,1,32,30,2,27,5,0,3,0,7,3,11,1,4,1,1,0,1,0,419.23,474.9,118.66
2020,1,Aktivitetet e tjera sherbyese,OJQ,VUSHTRRI,4,30,29,1,12,16,2,2,6,4,7,3,1,3,1,0,1,0,0,595.16,702.82,553.24
2020,1,Aktivitetet e tjera sherbyese,Individual,MALISHEVË,9,9,9,0,6,3,0,1,0,0,2,3,0,0,1,2,0,0,0,187.78,181.67,200
2020,1,Aktivitetet e tjera sherbyese,SH.P.K.,FUSHË KOSOVË,12,23,22,1,6,17,0,3,8,2,6,0,2,1,1,0,0,0,0,200.57,196.67,201.94
2020,1,Akomodimi dhe sherbimi ushqimor,Ortakëria e përgj.,DRAGASH,1,2,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,170,170,
2020,1,Akomodimi dhe sherbimi ushqimor,Individual,KAÇANIK,37,120,120,0,96,24,0,22,3,45,5,17,6,8,9,4,1,0,0,188.04,187.64,189.57
2020,1,"Artet, Argetimi dhe rekreacioni",SH.P.K.,GJILAN,9,89,84,5,81,7,1,20,0,36,3,13,3,6,1,5,0,1,0,478.01,499.42,227.14
2020,1,"Artet, Argetimi dhe rekreacioni",OJQ,PRISHTINË,2,10,10,0,8,2,0,1,1,4,1,1,0,0,0,1,0,1,0,398.49,447.23,203.55
2020,1,Bujqesia;Pylltaria dhe Peshkimi,Shoqëri akcionare,ISTOG,1,4,4,0,4,0,0,1,0,1,0,0,0,2,0,0,0,0,0,414.42,414.42,
2020,1,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,GRAÇANICË,2,23,22,1,16,7,0,2,1,6,2,2,1,5,3,1,0,0,0,402.96,470.64,248.27
2020,1,Bujqesia;Pylltaria dhe Peshkimi,Kooperativa Bujq.,PRISHTINË,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,170,,170
2020,1,Aktivitetet financiare dhe te sigurimit,OJQ,KLINË,1,5,5,0,2,3,0,0,1,0,0,1,1,1,1,0,0,0,0,417.78,550,329.63
2020,1,Sherbimet administrative dhe mbeshtetese,Individual,VITI,6,11,10,1,6,5,0,1,1,2,2,1,0,1,2,1,0,0,0,190.5,203,178
2020,1,Sherbimet administrative dhe mbeshtetese,SH.P.K.,NOVOBËRDË,1,2,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,160,160,
2020,1,"Aktivitetet profesionale, shkencore dhe teknike",Ortakëria e përgj.,FERIZAJ,1,4,4,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,442.56,442.56,442.56
2020,1,"Aktivitetet profesionale, shkencore dhe teknike",Individual,GLLOGOC,13,32,31,1,20,12,0,3,1,10,4,4,4,2,2,1,1,0,0,258.01,256.41,260.69
2020,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,OJQ,GJAKOVË,3,25,18,7,19,6,0,2,0,11,0,4,3,1,2,1,1,0,0,376.05,407.39,276.78
2020,1,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",Shoqëri akcionare,MALISHEVË,1,3,3,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,233.33,225,250
2020,1,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem, Sindikatat,PRISHTINË,2,4,3,1,2,2,0,0,0,0,1,0,1,1,0,1,0,0,0,349.71,280,419.42
2020,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,ZVEÇAN,8,14,14,0,9,5,0,1,0,2,2,2,2,1,0,3,1,0,0,255.02,281.61,207.16
2020,1,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,SH.P.K.,PRISHTINË,15,104,98,6,92,10,2,13,1,21,4,23,3,22,2,12,0,1,0,435.87,440.65,399.53
2020,2,Person Fizik,Person fizik,PARTESH,2,14,14,0,11,3,0,0,0,6,1,3,0,2,2,0,0,0,0,236.23,233.74,245.36
2020,2,Person Fizik,Person fizik,MITROVICË,26,51,51,0,27,23,1,5,3,8,8,8,6,3,5,3,1,0,0,264.19,226.8,249.26
2020,2,Mungon aktiviteti,Individual,PRIZREN,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200,200,
2020,2,Mungon aktiviteti,OJQ,MITROVICË,40,385,289,96,183,192,10,24,30,53,78,53,40,32,28,18,13,3,3,414.51,407.45,404.08
2020,2,Industria perpunuese,Individual,PEJË,164,720,712,8,456,262,2,92,49,142,63,109,66,81,60,31,24,1,0,259.67,289.04,209.15
2020,2,Industria perpunuese,Individual,DEÇAN,32,118,115,3,81,32,5,19,7,27,7,22,7,8,10,5,1,0,0,250.56,263.55,218.19
2020,2,Industria perpunuese,Shoqëri akcionare,GJAKOVË,1,8,8,0,6,2,0,0,0,0,0,0,0,0,2,6,0,0,0,,,
2020,2,Informimi dhe komunikimi,Individual,OBILIQ,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,200,200,
2020,2,Aktivitetet e patundshmerise,SH.P.K.,LIPJAN,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,170,170,
2020,2,Aktivitetet e tjera sherbyese,OJQ,VITI,3,5,3,2,3,2,0,0,0,0,2,1,0,1,0,1,0,0,0,297,186.67,462.5
2020,2,Aktivitetet e tjera sherbyese,Individual,ISTOG,14,24,24,0,10,14,0,3,2,7,7,0,3,0,2,0,0,0,0,277.84,320.75,244.83
2020,2,Aktivitetet e tjera sherbyese,Projekt,PRISHTINË,4,42,38,4,20,20,2,0,0,1,3,8,9,8,7,3,1,0,0,1943.19,2047.36,1951.83
2020,2,Aktivitetet e tjera sherbyese,Organizata Buxhetore,PRISHTINË,7,150,148,2,82,68,0,3,4,27,44,10,11,15,6,24,3,3,0,441.06,404.57,485.05
2020,2,Akomodimi dhe sherbimi ushqimor,SH.P.K.,PODUJEVË,14,70,70,0,51,19,0,10,4,25,4,8,7,5,2,2,2,1,0,283.96,256.15,357.14
2020,2,Akomodimi dhe sherbimi ushqimor,SH.P.K.,SUHAREKË,13,96,94,2,66,30,0,14,9,27,7,14,8,8,5,3,1,0,0,277.1,277.61,275.98
2020,2,"Artet, Argetimi dhe rekreacioni",Ortakëria e përgj.,MITROVICË,1,3,3,0,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,170,170,170
2020,2,Aktivitetet financiare dhe te sigurimit,Tjeter,PRISHTINË,1,6,3,3,5,1,0,0,0,1,1,2,0,1,0,0,0,1,0,950.5,868.6,1360
2020,2,Sherbimet administrative dhe mbeshtetese,SH.P.K.,SHTIME,3,6,6,0,5,1,0,3,0,2,1,0,0,0,0,0,0,0,0,223.33,218,250
2020,2,Sherbimet administrative dhe mbeshtetese,SH.P.K.,SUHAREKË,5,22,22,0,19,2,1,4,0,7,1,2,1,5,0,1,0,0,0,945.75,776.18,264.08
2020,2,"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,ISTOG,10,90,85,5,80,9,1,8,2,30,2,16,0,16,3,10,2,0,0,384.73,394.3,320.12
2020,2,Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,FUSHË KOSOVË,15,68,54,14,24,43,1,3,5,4,21,8,13,4,3,4,1,1,0,395.73,437.73,361.23
2020,2,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,PEJË,2,10,10,0,5,5,0,0,1,3,4,0,0,0,0,2,0,0,0,765.32,946.48,584.16
2020,2,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,GRAÇANICË,1,8,8,0,5,3,0,0,0,1,2,2,1,1,0,1,0,0,0,238.22,232.1,248.41
2020,2,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Individual,DEÇAN,2,4,4,0,3,1,0,0,1,3,0,0,0,0,0,0,0,0,0,170,170,170
2020,3,Arsimi,SH.P.K.,MITROVICË,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,170,,170
2020,3,Person Fizik,Person fizik,PARTESH,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,150,,150
2020,3,Person Fizik,Person fizik,FUSHË KOSOVË,21,85,76,9,68,16,1,7,2,17,7,18,3,16,4,9,0,1,0,384.34,396.76,337.64
2020,3,Industria nxjerrese,SH.P.K.,MALISHEVË,1,14,14,0,14,0,0,7,0,4,0,0,0,2,0,1,0,0,0,72.43,72.43,
2020,3,Informimi dhe komunikimi,SH.P.K.,SUHAREKË,2,8,7,1,4,4,0,0,0,1,1,1,1,2,2,0,0,0,0,365.72,538.95,192.5
2020,3,Aktivitetet e patundshmerise,Kompani e huaj,PRISHTINË,1,5,5,0,4,1,0,0,1,4,0,0,0,0,0,0,0,0,0,1036,1245,200
2020,3,Aktivitetet e tjera sherbyese, Bashkësi Fetare,LIPJAN,1,5,4,1,4,1,0,1,0,0,0,2,0,0,0,1,1,0,0,301.51,329.79,188.38
2020,3,Akomodimi dhe sherbimi ushqimor,SH.P.K.,DRAGASH,2,5,4,1,5,0,0,0,0,2,0,1,0,1,0,1,0,0,0,315.63,315.63,
2020,3,Akomodimi dhe sherbimi ushqimor,SH.P.K.,KAMENICË,3,3,0,3,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,106.67,106.67,
2020,3,"Artet, Argetimi dhe rekreacioni",SH.P.K.,VITI,3,13,7,6,12,1,0,2,0,6,0,4,1,0,0,0,0,0,0,169.49,154.24,200
2020,3,Aktivitetet financiare dhe te sigurimit,Ortakëria e përgj.,GJILAN,1,2,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,230,,230
2020,3,Sherbimet administrative dhe mbeshtetese,Agjension i Huaj Qeveritar,PRISHTINË,1,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1210.28,1210.28,
2020,3,"Aktivitetet profesionale, shkencore dhe teknike",Individual,GLLOGOC,5,12,9,3,9,3,0,2,1,5,1,1,0,0,0,0,1,1,0,244,191.43,366.67
2020,3,"Aktivitetet profesionale, shkencore dhe teknike",Zyra e Përfaqësisë në Kosovë,PRISHTINË,1,5,5,0,4,1,0,3,1,1,0,0,0,0,0,0,0,0,0,524.57,560.49,380.89
2020,3,Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,PODUJEVË,10,17,5,12,10,6,1,0,0,0,1,3,3,2,0,3,2,2,0,185.03,190.55,178.33
2020,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Shoqëri akcionare,GJILAN,1,4,2,2,4,0,0,1,0,0,0,1,0,2,0,0,0,0,0,140,140,
2020,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,FERIZAJ,9,28,20,8,8,20,0,1,6,3,5,3,6,0,3,0,0,1,0,165.27,202.27,149.09
2020,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,GRAÇANICË,89,1853,"1,786",67,1345,480,28,283,142,557,210,312,70,141,44,44,12,8,2,618.06,658.61,461.72
2020,3,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,SH.P.K.,OBILIQ,1,2,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,864.4,864.4,
2020,3,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,SH.P.K.,GRAÇANICË,3,9,9,0,8,1,0,0,0,4,0,1,0,2,1,0,0,1,0,398.12,397.89,400
2020,4,Arsimi,Individual,PEJË,6,12,5,7,8,4,0,0,0,1,0,3,0,2,4,2,0,0,0,75.6,43.75,160.53
2020,4,Arsimi,SH.P.K.,GRAÇANICË,1,35,32,3,5,30,0,0,4,3,17,1,3,1,5,0,1,0,0,,,
2020,4,Ndertimtaria,Individual,PEJË,15,79,73,6,72,7,0,15,4,33,1,12,1,7,1,5,0,0,0,235.26,234.27,244.51
2020,4,Ndertimtaria,Individual,LIPJAN,4,9,8,1,9,0,0,0,0,3,0,5,0,1,0,0,0,0,0,75,75,
2020,4,Informimi dhe komunikimi,SH.P.K.,SHTËRPCË,1,2,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,170,,170
2020,4,Informimi dhe komunikimi,Kompani e huaj,PRISHTINË,15,271,240,31,180,85,6,55,29,86,41,31,11,6,2,2,2,0,0,1154.07,1302.82,803.18
2020,4,Informimi dhe komunikimi,SH.P.K.,ZUBIN POTOK,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,734.27,734.27,
2020,4,Aktivitetet e tjera sherbyese,OJQ,SHTËRPCË,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,300,,300
2020,4,Akomodimi dhe sherbimi ushqimor,SH.P.K.,SHTIME,1,6,6,0,6,0,0,1,0,3,0,1,0,1,0,0,0,0,0,161.67,161.67,
2020,4,"Artet, Argetimi dhe rekreacioni",Individual,LIPJAN,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,100,
2020,4,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,PEJË,15,51,47,4,29,22,0,10,4,8,4,7,6,2,6,2,2,0,0,314.33,351.4,266.67
2020,4,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,ISTOG,17,176,171,5,137,39,0,20,5,45,10,40,9,22,11,8,4,2,0,225.54,242.39,158.11
2020,4,Bujqesia;Pylltaria dhe Peshkimi,Individual,ZUBIN POTOK,1,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,170,170,
2020,4,"Aktivitetet profesionale, shkencore dhe teknike",Shoqëri akcionare,PRISHTINË,3,18,15,3,11,7,0,0,1,6,4,2,2,2,0,1,0,0,0,471.72,542.83,359.98
2020,4,"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,MITROVICË VERIORE,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,250,,
2020,4,Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,GRAÇANICË,7,65,26,39,48,15,2,2,3,8,1,21,6,7,3,5,1,5,1,845.04,1019.12,253.79
2020,4,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",SH.P.K.,ISTOG,1,3,3,0,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,330,330,
2020,4,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,GJILAN,2,60,59,1,47,13,0,1,1,7,7,4,4,18,0,17,1,0,0,311.58,294.25,374.23
2020,4,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Kompani e huaj,PRISHTINË,2,18,17,1,7,11,0,1,1,2,5,2,5,0,0,2,0,0,0,1798.27,1222.42,2164.72
2020,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PEJË,75,162,142,20,111,51,0,19,8,35,8,37,15,10,8,9,6,1,6,255.1,261.97,234.89
2020,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,MALISHEVË,29,86,75,11,49,37,0,9,11,17,8,17,11,4,6,2,1,0,0,252.64,264.59,235.98
2020,4,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PRISHTINË,237,662,560,102,434,222,6,65,50,151,79,111,58,68,25,22,7,17,3,409.35,410.08,405.49
2020,1,Arsimi,SH.P.K.,VITI,3,12,10,2,5,7,0,0,0,2,5,0,1,1,1,2,0,0,0,205.92,158,240.14
2020,1,Arsimi,SH.P.K.,LEPOSAVIQ,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,170,170,
2020,1,Ndertimtaria,Ortakëria e përgj.,PEJË,2,14,14,0,14,0,0,7,0,3,0,2,0,2,0,0,0,0,0,177.5,177.5,
2020,1,Ndertimtaria,SH.P.K.,ZUBIN POTOK,1,2,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,256.66,256.66,
2020,1,Ndertimtaria,SH.P.K.,MITROVICË VERIORE,2,8,8,0,7,1,0,0,0,4,0,3,1,0,0,0,0,0,0,317.82,320.37,300
2020,1,Person Fizik,Person fizik,KAMENICË,19,57,51,6,37,20,0,4,3,16,6,7,4,5,6,5,1,0,0,187.77,185.83,191.25
2020,1,Mungon aktiviteti,Organizata Buxhetore,FERIZAJ,1,7,1,6,6,1,0,0,0,0,0,0,1,0,0,0,0,6,0,368.57,412.5,105
2020,1,Industria nxjerrese,Individual,DEÇAN,1,2,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,200,200,200
2020,1,Industria nxjerrese,SH.P.K.,HANI I ELEZIT,2,25,24,1,23,2,0,5,2,4,0,6,0,5,0,3,0,0,0,447.61,455.51,356.76
2020,1,Industria perpunuese,SH.P.K.,JUNIK,2,14,13,1,12,2,0,5,0,1,0,3,1,3,1,0,0,0,0,622.08,661.54,385.36
2020,1,Industria perpunuese,Individual,DRAGASH,55,125,125,0,106,19,0,18,1,35,4,25,5,22,8,6,1,0,0,205.91,207.16,198.95
2020,1,Industria perpunuese,Individual,MAMUSHË,9,30,29,1,28,2,0,7,1,3,0,9,1,6,0,3,0,0,0,196.67,197.5,185
2020,1,Informimi dhe komunikimi,Individual,KAMENICË,2,6,5,1,3,3,0,0,0,1,2,1,1,1,0,0,0,0,0,176.67,130,223.33
2020,1,Informimi dhe komunikimi,Individual,SUHAREKË,6,20,20,0,15,5,0,6,3,6,1,1,1,1,0,1,0,0,0,376.4,401.39,301.43
2020,1,Transporti dhe magazinimi,Individual,KLINË,4,9,8,1,8,1,0,1,0,2,0,2,1,1,0,2,0,0,0,200,200,200
2020,1,Transporti dhe magazinimi,Individual,PODUJEVË,31,136,131,5,120,16,0,4,0,42,4,38,5,22,7,13,0,1,0,239.04,237.46,251.57
2020,1,Aktivitetet e tjera sherbyese, Bashkësi Fetare,OBILIQ,1,20,19,1,18,2,0,2,0,6,1,8,1,0,0,2,0,0,0,278.29,301.43,70
2020,1,Aktivitetet e tjera sherbyese,Organizata Buxhetore,OBILIQ,1,28,18,10,14,14,0,1,3,5,2,2,2,3,0,2,7,1,0,165.13,202.51,127.76
2020,1,Aktivitetet e tjera sherbyese,OJQ,ZVEÇAN,4,9,8,1,6,3,0,1,1,3,1,1,0,1,0,0,0,0,1,180.56,154.76,232.14
2020,1,Aktivitetet e tjera sherbyese,OJQ,PODUJEVË,6,19,14,5,8,11,0,1,0,2,9,4,2,0,0,1,0,0,0,369.76,505.12,271.31
2020,1,"Artet, Argetimi dhe rekreacioni",Individual,SHTIME,1,3,3,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,170,170,170
2020,1,"Artet, Argetimi dhe rekreacioni",Individual,VUSHTRRI,2,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,161.07,161.07,
2020,1,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,LIPJAN,5,25,25,0,18,7,0,1,1,8,2,2,1,3,1,4,2,0,0,248.47,280.2,166.88
2020,1,Bujqesia;Pylltaria dhe Peshkimi,Tjeter,PRIZREN,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,200,,200
2020,1,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,PRIZREN,9,18,16,2,15,3,0,4,0,2,2,4,0,5,1,0,0,0,0,212.17,218.82,183.33
2020,1,Sherbimet administrative dhe mbeshtetese,Individual,GJAKOVË,20,55,55,0,41,14,0,7,1,21,6,8,2,5,2,0,3,0,0,286.32,280.05,304.65
2020,1,Sherbimet administrative dhe mbeshtetese,SH.P.K.,MITROVICË VERIORE,3,15,15,0,13,1,1,0,0,3,0,8,1,1,0,1,0,0,0,223.94,178.46,107
2020,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,SUHAREKË,1,3,3,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,,,
2020,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,Shoqëri akcionare,PRISHTINË,1,26,14,12,12,14,0,2,2,5,4,4,4,1,1,0,3,0,0,338.52,362.1,318.31
2020,1,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Kompani e huaj,PRISHTINË,2,68,67,1,54,14,0,1,2,12,6,19,6,15,0,7,0,0,0,877.93,642.53,1785.92
