Viti Godina Year,"Muaji 
Mesec
Month","PERSHKRIMI I SEKTORIT
OPIS SEKTORA
SECTOR DESCRIPTION","Statusi i regjistrimit 
Status registracije Registration status",Komuna Opstina Municipality,"Nr Tatimp 
Poreski obveznik 
Number of Taxpayers","Nr Puns
Broj zaposlenih 
Number of  employees",Primar Primarna Primary,Sekondar Sekundarna Secondary,"Meshkuj
Muskarci 
Men (M).","Femra
Zenske
Women (F)","Pa Verif 
Neprovereno 
Unverified",M 15-24,F 15-24,M 25-34,F 25-34,M 35-44,F 35-44,M 45-54,F 45-54,M 55-64,F 55-64,M 65+,F 65+,"Mesat. Pages
Prosecna plata
Average Wage","Mesat. Meshk 
Prosecni M.
Average M.","Mesat. Fem.
Prosecni F. Average F."
2021,1,Transporti dhe magazinimi,SH.P.K.,SKENDERAJ,4,11,11,0,10,1,0,0,0,4,0,2,1,1,0,3,0,0,0,267.3,269.04,250
2021,1,Aktivitetet e patundshmerise,SH.P.K.,PEJË,3,11,7,4,7,4,0,1,0,3,3,1,0,1,0,1,1,0,0,343.47,407.14,232.04
2021,1,Aktivitetet e tjera sherbyese,SH.P.K.,KLINË,4,8,8,0,5,3,0,2,0,2,3,1,0,0,0,0,0,0,0,177.5,176,180
2021,1,Aktivitetet e tjera sherbyese,OJQ,GJILAN,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,150,,150
2021,1,Aktivitetet e tjera sherbyese, Bashkësi Fetare,GLLOGOC,1,5,5,0,5,0,0,0,0,0,0,3,0,2,0,0,0,0,0,264.1,264.1,
2021,1,Aktivitetet e tjera sherbyese,SH.P.K.,PODUJEVË,6,15,15,0,7,8,0,1,3,4,3,2,0,0,1,0,1,0,0,189.99,196.9,183.95
2021,1,Aktivitetet e tjera sherbyese,OJQ,LEPOSAVIQ,5,13,9,4,3,9,1,0,0,3,5,0,4,0,0,0,0,0,0,339.41,387.33,310.4
2021,1,Aktivitetet e tjera sherbyese,SH.P.K.,MITROVICË,5,9,9,0,5,4,0,1,1,2,1,1,1,1,1,0,0,0,0,219.92,250.7,181.45
2021,1,Aktivitetet e tjera sherbyese, Odat,PRISHTINË,2,63,51,12,32,30,1,2,3,8,9,6,5,6,7,10,6,0,0,599.42,573.13,636.78
2021,1,Aktivitetet e tjera sherbyese,Individual,PRISHTINË,262,506,491,15,202,295,9,58,61,70,113,53,75,13,36,8,10,0,0,213.07,228.21,200.33
2021,1,Aktivitetet e tjera sherbyese,OJQ,HANI I ELEZIT,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,300,300,
2021,1,Akomodimi dhe sherbimi ushqimor,Individual,LIPJAN,38,111,110,1,88,23,0,34,5,28,9,15,3,10,5,1,1,0,0,192.77,186.44,216.96
2021,1,Akomodimi dhe sherbimi ushqimor,SH.P.K.,SHTIME,12,48,48,0,42,6,0,16,0,13,2,9,4,3,0,1,0,0,0,245.32,249.27,218.33
2021,1,Akomodimi dhe sherbimi ushqimor,SH.P.K.,KAÇANIK,10,45,45,0,32,13,0,10,3,12,6,6,4,4,0,0,0,0,0,193.81,181.84,223.27
2021,1,Akomodimi dhe sherbimi ushqimor,SH.P.K.,FUSHË KOSOVË,69,309,302,7,240,69,0,57,9,101,24,54,21,24,13,4,2,0,0,245.77,243.91,252.25
2021,1,"Artet, Argetimi dhe rekreacioni",SH.P.K.,PEJË,10,63,54,9,55,8,0,25,0,12,1,9,3,3,1,5,3,1,0,430.58,448.7,290.83
2021,1,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,KAMENICË,23,86,84,2,46,40,0,4,1,15,18,8,6,7,7,9,6,3,2,201.29,211.33,190
2021,1,Bujqesia;Pylltaria dhe Peshkimi,Individual,SUHAREKË,32,97,94,3,61,34,2,12,7,29,8,8,4,6,11,6,4,0,0,187.97,188.65,182.92
2021,1,Bujqesia;Pylltaria dhe Peshkimi,Individual,MALISHEVË,22,53,53,0,27,26,0,4,2,11,3,5,9,4,7,3,5,0,0,180.23,177.39,183.33
2021,1,Aktivitetet financiare dhe te sigurimit,SH.P.K.,VITI,4,7,6,1,3,4,0,0,1,2,1,0,1,0,1,1,0,0,0,278.57,250,300
2021,1,Aktivitetet financiare dhe te sigurimit,Individual,RAHOVEC,1,3,3,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,190,,190
2021,1,Aktivitetet financiare dhe te sigurimit,Kompani e huaj,PRISHTINË,7,596,579,17,282,292,22,23,24,101,177,109,74,37,15,10,2,2,0,979.14,1032.07,730.98
2021,1,Sherbimet administrative dhe mbeshtetese,SH.P.K.,OBILIQ,5,7,7,0,3,4,0,0,1,2,1,1,2,0,0,0,0,0,0,337.97,333.33,341.45
2021,1,Sherbimet administrative dhe mbeshtetese,SH.P.K.,VUSHTRRI,17,52,48,4,30,22,0,4,9,19,7,3,4,3,2,1,0,0,0,284.21,297.94,266.74
2021,1,"Aktivitetet profesionale, shkencore dhe teknike",Kompani e huaj,PEJË,1,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,793.4,,500.35
2021,1,"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,VITI,14,40,36,4,30,10,0,4,1,13,6,7,1,3,2,3,0,0,0,196.5,200.33,185
2021,1,"Aktivitetet profesionale, shkencore dhe teknike",Organizata Buxhetore,PRISHTINË,2,27,18,9,14,13,0,2,8,4,4,3,1,4,0,0,0,1,0,432.05,598.99,252.26
2021,1,Aktivitetet e trupave dhe organizatave nderkombetare, Përfaqësues Fiskal,PRISHTINË,1,3,3,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1835.78,1885.97,1735.41
2021,1,Aktivitetet e trupave dhe organizatave nderkombetare,Organizata Buxhetore,PRISHTINË,1,3,3,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,2016.12,1996,2026.18
2021,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,Ortakëria e përgj.,PODUJEVË,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,200,,200
2021,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,MITROVICË,36,130,117,13,28,102,0,5,23,8,45,10,22,2,6,3,6,0,0,229.91,316.09,206.26
2021,1,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",SH.P.K.,DEÇAN,1,10,10,0,10,0,0,0,0,3,0,3,0,2,0,2,0,0,0,675.95,675.95,
2021,1,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",Shoqëri akcionare,PRISHTINË,9,7446,"7,403",43,6554,835,57,231,46,568,181,1306,172,1777,168,2619,263,53,5,937.59,934.38,774.63
2021,1,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem, Përfaqësues Fiskal,PRISHTINË,2,4,2,2,2,2,0,0,0,1,1,0,0,0,0,1,1,0,0,621.86,518.57,725.15
2021,1,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,PRISHTINË,18,80699,"79,796",903,44790,35603,306,1195,884,6873,7879,11507,10724,12122,8505,12889,7537,204,74,632.49,653.93,600.33
2021,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Kompani e huaj,LIPJAN,2,3,3,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2545.23,2545.23,
2021,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,ZVEÇAN,12,24,23,1,17,7,0,2,1,8,1,1,4,3,0,3,1,0,0,226.04,240.19,191.69
2021,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,ZVEÇAN,4,12,12,0,5,5,2,0,1,1,2,1,0,1,2,2,0,0,0,234.17,176,296
2021,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Kompani e huaj,PRISHTINË,20,78,71,7,42,28,8,1,6,12,9,11,6,11,6,7,1,0,0,598.46,585.28,458.49
2021,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,PRISHTINË,16,73,71,2,44,28,1,10,6,17,13,14,5,3,2,0,2,0,0,470.15,527.85,372.29
2021,1,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,SH.P.K.,DEÇAN,2,8,8,0,8,0,0,0,0,6,0,1,0,0,0,1,0,0,0,225,225,
2021,1,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Shoqëri akcionare,DEÇAN,1,42,42,0,40,2,0,0,0,9,1,11,1,12,0,8,0,0,0,430.03,427.53,480
2021,2,Arsimi,SH.P.K.,MITROVICË,5,14,13,1,9,5,0,0,1,3,2,2,0,2,1,2,1,0,0,217.29,215.04,221.36
2021,2,Ndertimtaria,SH.P.K.,OBILIQ,13,88,86,2,70,15,3,5,3,24,8,22,0,13,4,5,0,1,0,477.9,493.62,429.46
2021,2,Ndertimtaria,Individual,MITROVICË,35,211,207,4,161,50,0,26,6,51,16,50,12,25,11,9,5,0,0,318.84,319.79,315.88
2021,2,Ndertimtaria,Ortakëria e përgj.,MITROVICË,1,16,16,0,16,0,0,2,0,6,0,4,0,1,0,3,0,0,0,300.56,300.56,
2021,2,Ndertimtaria,Ortakëria e përgj.,PRISHTINË,6,64,63,1,31,14,19,2,1,7,4,8,5,9,1,5,3,0,0,2467.63,604.17,477.1
2021,2,Person Fizik,Person fizik,FERIZAJ,65,563,557,6,399,164,0,83,35,161,49,76,40,52,28,27,12,0,0,281.75,297.13,244.34
2021,2,Person Fizik,Person fizik,KLLOKOT,1,3,3,0,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,208.33,250,187.5
2021,2,Person Fizik,Person fizik,VUSHTRRI,29,109,107,2,85,23,1,14,2,23,6,28,7,16,7,4,1,0,0,258.35,242.13,283.88
2021,2,Mungon aktiviteti,Individual,VITI,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,200,,200
2021,2,Mungon aktiviteti,OJQ,DRAGASH,2,6,3,3,4,2,0,0,0,1,1,3,1,0,0,0,0,0,0,235.33,198,310
2021,2,Mungon aktiviteti,Organizata Buxhetore,PRIZREN,1,16,0,16,9,7,0,0,0,0,0,0,0,1,0,0,0,8,7,116.56,115.56,117.86
2021,2,Industria nxjerrese,SH.P.K.,GJILAN,3,25,18,7,17,7,1,0,2,4,2,4,1,4,2,3,0,2,0,218.75,237.16,180.99
2021,2,Industria nxjerrese,Individual,MITROVICË,2,4,4,0,3,1,0,1,0,1,0,0,0,1,1,0,0,0,0,250,273.33,180
2021,2,Industria nxjerrese,Shoqëri akcionare,PRISHTINË,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,822.64,558.83,
2021,2,Industria perpunuese,SH.P.K.,FERIZAJ,259,2499,"2,466",33,1992,487,20,368,94,638,123,454,119,328,123,200,28,4,0,308.78,316.6,271.29
2021,2,Industria perpunuese,SH.P.K.,GLLOGOC,62,518,503,15,373,142,3,59,19,148,45,94,41,49,30,23,7,0,0,393.54,427.69,282.83
2021,2,Industria perpunuese,Kompani e huaj,PODUJEVË,1,19,19,0,18,1,0,3,0,7,0,5,0,3,1,0,0,0,0,653.97,643.01,851.23
2021,2,Industria perpunuese,Ortakëria e përgj.,PODUJEVË,1,9,9,0,6,3,0,3,0,2,0,0,1,1,2,0,0,0,0,200,200,200
2021,2,Industria perpunuese,Ndërmarrje shoq.,SUHAREKË,1,8,8,0,8,0,0,0,0,0,0,0,0,3,0,5,0,0,0,314.29,314.29,
2021,2,Industria perpunuese,Ortakëria e përgj.,VUSHTRRI,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,215.79,215.79,
2021,2,Industria perpunuese,Ndërmarrje shoq.,FUSHË KOSOVË,1,6,6,0,4,2,0,0,0,1,2,1,0,1,0,1,0,0,0,428.57,428.57,428.57
2021,2,Informimi dhe komunikimi,Individual,KLINË,3,11,11,0,8,3,0,1,0,2,0,4,1,1,2,0,0,0,0,327.39,332.81,312.94
2021,2,Informimi dhe komunikimi,Kompani e huaj,PRIZREN,2,11,10,1,9,2,0,3,1,5,1,1,0,0,0,0,0,0,0,595.31,672.05,250
2021,2,Transporti dhe magazinimi,Shoqëri akcionare,PODUJEVË,1,11,11,0,9,2,0,1,0,3,0,0,1,0,0,5,1,0,0,158.18,155.56,170
2021,2,Transporti dhe magazinimi,Individual,MALISHEVË,12,50,50,0,40,10,0,8,2,17,3,7,3,6,2,2,0,0,0,260.71,271.64,217
2021,2,Transporti dhe magazinimi,Ortakëri e kufizuar,PRISHTINË,1,6,6,0,4,2,0,0,0,0,0,0,1,3,0,1,1,0,0,429.33,464.25,359.5
2021,2,Transporti dhe magazinimi,Individual,SKENDERAJ,11,40,37,3,36,4,0,3,1,14,1,6,2,8,0,5,0,0,0,224.14,221.67,246.45
2021,2,Aktivitetet e patundshmerise,SH.P.K.,SHTËRPCË,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200,200,
2021,2,Aktivitetet e patundshmerise,Individual,VUSHTRRI,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,200,,200
2021,2,Aktivitetet e patundshmerise,Shoqëri akcionare,PRISHTINË,1,101,91,10,79,22,0,1,0,6,3,15,4,24,7,32,8,1,0,524.83,520.7,539.66
2021,2,Aktivitetet e tjera sherbyese, Bashkësi Fetare,PEJË,1,38,38,0,37,1,0,1,0,9,0,18,0,5,1,2,0,2,0,413.35,418.03,240
2021,1,Arsimi,Ortakëria e përgj.,LIPJAN,1,177,166,11,45,102,30,1,9,28,52,10,19,2,16,3,6,1,0,431.84,423.75,379.16
2021,1,Arsimi,SH.P.K.,OBILIQ,1,145,142,3,38,101,6,1,13,15,45,5,25,9,14,7,4,1,0,677.72,481.86,630.58
2021,1,Arsimi,Individual,OBILIQ,1,3,3,0,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,170,170,170
2021,1,Arsimi,Individual,FERIZAJ,18,76,69,7,37,39,0,1,4,9,9,7,15,12,7,8,4,0,0,167.45,159.44,174.85
2021,1,Ndertimtaria,Ortakëria e përgj.,VITI,1,11,11,0,9,2,0,0,0,1,1,2,0,3,1,3,0,0,0,157.73,145.56,212.5
2021,1,Ndertimtaria,SH.P.K.,DEÇAN,19,187,179,8,153,34,0,40,4,45,15,39,6,20,5,9,4,0,0,452.54,467.95,385.76
2021,1,Ndertimtaria,SH.P.K.,LIPJAN,49,360,346,14,315,44,1,53,5,90,15,66,10,71,13,35,1,0,0,390.23,393.12,370.92
2021,1,Ndertimtaria,SH.P.K.,KAÇANIK,28,239,231,8,217,20,2,41,2,59,11,45,3,52,4,19,0,1,0,287.41,288.45,272.2
2021,1,Ndertimtaria,SH.P.K.,RAHOVEC,27,171,161,10,153,18,0,33,2,53,7,38,5,18,4,10,0,1,0,368.92,354.81,484.1
2021,1,Ndertimtaria,Ortakëria e përgj.,SUHAREKË,1,5,5,0,5,0,0,2,0,3,0,0,0,0,0,0,0,0,0,209.6,209.6,
2021,1,Ndertimtaria,SH.P.K.,LEPOSAVIQ,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,200,,200
2021,1,Person Fizik,Person fizik,VITI,16,154,149,5,105,49,0,17,9,37,11,24,14,19,12,8,3,0,0,197.32,205.32,180.17
2021,1,Person Fizik,Person fizik,KAÇANIK,6,53,52,1,46,7,0,2,0,13,1,14,3,13,3,4,0,0,0,468.63,506.05,222.74
2021,1,Person Fizik,Person fizik,MALISHEVË,9,45,42,3,34,10,1,8,1,15,4,7,2,4,3,0,0,0,0,263.21,259.12,274.55
2021,1,Person Fizik,Person fizik,SKENDERAJ,14,37,37,0,27,10,0,6,0,11,3,3,1,5,5,2,1,0,0,277.59,308.27,185.56
2021,1,Mungon aktiviteti,OJQ,KLINË,6,21,20,1,10,11,0,1,0,2,3,4,2,2,5,0,1,1,0,316.25,334.25,299.88
2021,1,Mungon aktiviteti,Individual,PRIZREN,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200,200,
2021,1,Mungon aktiviteti,Zyrë ndërlidhëse,PRIZREN,1,6,6,0,3,3,0,0,0,0,2,2,0,1,1,0,0,0,0,1102.17,1124.67,1079.67
2021,1,Mungon aktiviteti,Organizata Buxhetore,PRISHTINË,5,617,190,427,328,284,5,6,9,36,39,35,40,38,69,31,72,182,55,1807.32,1098.64,2624.63
2021,1,Industria nxjerrese,SH.P.K.,KLINË,9,176,165,11,158,17,1,26,2,58,8,36,4,30,2,7,1,1,0,437.46,449.67,330.48
2021,1,Industria perpunuese,SH.P.K.,PEJË,131,1728,"1,693",35,1244,477,7,191,62,382,145,340,127,214,104,110,38,7,1,440.32,472.33,358.3
2021,1,Industria perpunuese,Individual,GJILAN,89,278,275,3,178,97,3,34,13,70,36,38,24,28,15,8,9,0,0,200.54,205.69,190.86
2021,1,Industria perpunuese,Shoqëri akcionare,LIPJAN,1,64,64,0,40,24,0,2,5,19,4,11,8,8,7,0,0,0,0,466.02,532.75,354.8
2021,1,Industria perpunuese,Individual,FERIZAJ,267,1049,"1,035",14,773,267,9,164,64,241,65,213,77,110,43,44,17,1,1,220.67,225.44,204.41
2021,1,Industria perpunuese,Individual,KAMENICË,39,114,112,2,77,37,0,18,4,29,7,16,11,10,15,4,0,0,0,198.21,193.97,207.03
2021,1,Industria perpunuese,Kompani e huaj,PODUJEVË,1,19,19,0,18,1,0,3,0,7,0,5,0,3,1,0,0,0,0,664.76,654.4,851.23
2021,1,Industria perpunuese,Individual,LEPOSAVIQ,7,31,31,0,20,11,0,8,1,4,3,7,3,1,1,0,3,0,0,179.59,177.47,183.44
2021,1,Industria perpunuese,SH.P.K.,NOVOBËRDË,3,17,15,2,11,5,1,3,2,2,0,2,1,0,2,4,0,0,0,248.88,264.63,194
2021,1,Informimi dhe komunikimi,Individual,DRAGASH,3,9,9,0,7,2,0,1,0,2,1,1,1,2,0,1,0,0,0,261.71,215.05,425
2021,1,Transporti dhe magazinimi,Individual,PEJË,26,72,72,0,51,21,0,10,1,15,8,10,3,10,6,6,3,0,0,213.91,219.53,200.28
2021,1,Transporti dhe magazinimi,Individual,OBILIQ,3,13,13,0,9,4,0,1,1,2,2,2,0,3,1,1,0,0,0,267.6,242.22,324.71
2021,1,Transporti dhe magazinimi,Individual,MITROVICË,35,197,195,2,172,25,0,21,2,54,7,47,6,23,3,25,7,2,0,273.16,261.72,351.88
2021,1,Transporti dhe magazinimi,Ndërmarrje pub.,PRISHTINË,1,365,365,0,330,35,0,29,2,74,13,97,10,64,4,66,6,0,0,668.03,681.61,540.03
2021,1,Aktivitetet e patundshmerise,SH.P.K.,GJILAN,3,4,4,0,3,1,0,0,0,2,0,0,0,1,1,0,0,0,0,292.5,333.33,170
2021,1,Aktivitetet e patundshmerise,Kompani e huaj,PRISHTINË,1,8,8,0,5,3,0,3,2,2,0,0,1,0,0,0,0,0,0,875.86,1182.01,365.61
2021,1,Aktivitetet e patundshmerise,SH.P.K.,FUSHË KOSOVË,7,13,11,2,6,7,0,0,2,0,2,2,3,4,0,0,0,0,0,483.99,367.26,600.73
2021,1,Aktivitetet e tjera sherbyese,OJQ,KLINË,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,
2021,1,Aktivitetet e tjera sherbyese,Individual,DRAGASH,8,9,9,0,9,0,0,3,0,3,0,2,0,0,0,1,0,0,0,183.75,183.75,
2021,1,Aktivitetet e tjera sherbyese,Individual,GLLOGOC,14,24,23,1,8,16,0,2,3,1,7,3,6,2,0,0,0,0,0,186.74,191.63,184.13
2021,1,Aktivitetet e tjera sherbyese,Individual,MAMUSHË,1,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,200,200,
2021,1,Aktivitetet e tjera sherbyese,SH.P.K.,PRIZREN,5,11,10,1,9,2,0,1,0,3,0,3,1,1,0,1,1,0,0,197.27,200,185
2021,1,Aktivitetet e tjera sherbyese,Individual,KAMENICË,5,5,5,0,2,3,0,0,0,1,0,0,3,1,0,0,0,0,0,190,205,180
2021,1,Aktivitetet e tjera sherbyese,Shoqatë,PRISHTINË,1,4,4,0,3,1,0,1,0,1,1,0,0,1,0,0,0,0,0,362.5,350,400
2021,1,Aktivitetet e tjera sherbyese,OJQ,MITROVICË VERIORE,4,9,3,6,0,9,0,0,0,0,6,0,3,0,0,0,0,0,0,275.38,,275.38
2021,1,Akomodimi dhe sherbimi ushqimor,Individual,ISTOG,40,150,149,1,97,53,0,28,8,28,9,21,19,16,16,4,1,0,0,236.95,245.94,219.15
2021,1,Akomodimi dhe sherbimi ushqimor,Ortakëri e kufizuar,KLINË,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,135,135,
2021,1,Akomodimi dhe sherbimi ushqimor,Individual,ZVEÇAN,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200,200,
2021,1,Akomodimi dhe sherbimi ushqimor,Individual,DRAGASH,39,68,67,1,57,11,0,8,2,21,0,8,2,16,6,4,1,0,0,186.11,187.67,178.18
2021,1,Akomodimi dhe sherbimi ushqimor,Individual,MAMUSHË,3,4,4,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,190,195,185
2021,1,Akomodimi dhe sherbimi ushqimor,Individual,SKENDERAJ,30,60,58,2,42,18,0,15,2,15,4,10,8,1,2,1,2,0,0,185.74,185.51,186.27
2021,1,Akomodimi dhe sherbimi ushqimor,Individual,FUSHË KOSOVË,46,143,139,4,115,26,2,37,1,47,8,18,11,9,6,3,0,1,0,206.92,200.98,233.72
2021,1,"Artet, Argetimi dhe rekreacioni",Shoqëri akcionare,ISTOG,1,27,26,1,25,1,1,10,0,7,1,3,0,0,0,4,0,1,0,417.59,408.6,442.56
2021,1,"Artet, Argetimi dhe rekreacioni",Shoqëri akcionare,OBILIQ,1,6,6,0,5,1,0,1,0,2,1,1,0,1,0,0,0,0,0,259.81,271.77,200
2021,1,"Artet, Argetimi dhe rekreacioni",SH.P.K.,SUHAREKË,4,70,55,15,68,2,0,30,1,20,0,11,1,3,0,4,0,0,0,762.16,776.08,289.08
2021,1,"Artet, Argetimi dhe rekreacioni",OJQ,PRISHTINË,2,15,15,0,14,1,0,2,0,6,1,4,0,0,0,0,0,2,0,434.71,442.32,328.15
2021,1,Bujqesia;Pylltaria dhe Peshkimi,Ortakëria e përgj.,VITI,1,4,4,0,4,0,0,1,0,1,0,0,0,1,0,1,0,0,0,265,265,
2021,1,Bujqesia;Pylltaria dhe Peshkimi,Individual,DEÇAN,7,14,14,0,9,5,0,4,0,2,2,2,0,1,3,0,0,0,0,190.99,195,184.58
2021,1,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,KLINË,5,32,30,2,19,13,0,2,3,7,4,6,2,1,3,3,1,0,0,276.85,313.52,223.26
