Viti Godina Year,"Muaji 
Mesec
Month","PERSHKRIMI I SEKTORIT
OPIS SEKTORA
SECTOR DESCRIPTION","Statusi i regjistrimit 
Status registracije Registration status",Komuna Opstina Municipality,"Nr Tatimp 
Poreski obveznik 
Number of Taxpayers","Nr Puns
Broj zaposlenih 
Number of  employees",Primar Primarna Primary,Sekondar Sekundarna Secondary,"Meshkuj
Muskarci 
Men (M).","Femra
Zenske
Women (F)","Pa Verif 
Neprovereno 
Unverified",M 15-24,F 15-24,M 25-34,F 25-34,M 35-44,F 35-44,M 45-54,F 45-54,M 55-64,F 55-64,M 65+,F 65+,"Mesat. Pages
Prosecna plata
Average Wage","Mesat. Meshk 
Prosecni M.
Average M.","Mesat. Fem.
Prosecni F. Average F."
2021,4,Aktivitetet e tjera sherbyese,SH.P.K.,SUHAREKË,2,6,6,0,3,3,0,0,2,2,1,1,0,0,0,0,0,0,0,252.87,309.08,196.67
2021,4,Aktivitetet e tjera sherbyese,SH.P.K.,GRAÇANICË,6,30,28,2,5,24,1,2,2,2,9,1,7,0,6,0,0,0,0,362.43,335.34,370.68
2021,4,Aktivitetet e tjera sherbyese,SH.P.K.,SKENDERAJ,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,210,210,
2021,4,Akomodimi dhe sherbimi ushqimor,Individual,DEÇAN,27,66,66,0,54,12,0,18,3,22,6,9,0,3,2,2,1,0,0,188.64,185.69,207.5
2021,4,Akomodimi dhe sherbimi ushqimor,Individual,GRAÇANICË,19,67,65,2,50,15,2,16,3,18,4,12,6,3,2,1,0,0,0,172.25,166.62,169.33
2021,4,"Artet, Argetimi dhe rekreacioni",SH.P.K.,GJILAN,8,109,102,7,103,5,1,27,0,45,2,18,2,10,1,3,0,0,0,651.34,677.73,198
2021,4,"Artet, Argetimi dhe rekreacioni",Individual,GJILAN,6,7,6,1,4,3,0,0,1,2,1,1,0,1,1,0,0,0,0,155,180,130
2021,4,"Artet, Argetimi dhe rekreacioni",SH.P.K.,GLLOGOC,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,230,,230
2021,4,"Artet, Argetimi dhe rekreacioni",Individual,MITROVICË,8,25,25,0,18,7,0,1,1,8,3,3,1,3,1,3,1,0,0,204.32,220.56,162.56
2021,4,"Artet, Argetimi dhe rekreacioni",OJQ,PRISHTINË,2,22,22,0,20,2,0,4,0,9,2,4,0,0,0,1,0,2,0,397.72,404.08,334.08
2021,4,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,SKENDERAJ,6,23,21,2,8,15,0,0,1,6,4,1,5,0,4,1,1,0,0,204.78,262.5,174
2021,4,Sherbimet administrative dhe mbeshtetese,SH.P.K.,OBILIQ,5,9,8,1,3,6,0,0,1,2,2,1,3,0,0,0,0,0,0,280.31,322.32,259.3
2021,4,Sherbimet administrative dhe mbeshtetese,SH.P.K.,PRIZREN,28,257,249,8,192,65,0,33,9,44,21,38,23,51,11,26,1,0,0,275.75,283.04,254.22
2021,4,"Aktivitetet profesionale, shkencore dhe teknike",Individual,DEÇAN,6,12,12,0,6,6,0,0,0,3,2,1,3,1,1,1,0,0,0,255.91,246.98,264.85
2021,3,Bujqesia;Pylltaria dhe Peshkimi,Individual,DEÇAN,9,18,18,0,11,7,0,5,0,2,3,2,1,2,3,0,0,0,0,199.05,196.36,203.27
2021,3,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,SUHAREKË,15,59,57,2,43,15,1,2,1,14,3,11,3,9,8,6,0,1,0,299.88,316.64,227.35
2021,3,Bujqesia;Pylltaria dhe Peshkimi,Individual,MALISHEVË,22,50,49,1,22,28,0,5,3,5,3,5,10,4,7,3,5,0,0,196.75,203.89,190.91
2021,3,Aktivitetet financiare dhe te sigurimit,SH.P.K.,FERIZAJ,8,24,23,1,14,10,0,2,3,4,5,4,0,3,2,1,0,0,0,283.93,306.87,251.82
2021,3,Aktivitetet financiare dhe te sigurimit,Shoqëri akcionare,GJAKOVË,1,7,7,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,286.51,286.51,
2021,3,Aktivitetet financiare dhe te sigurimit,SH.P.K.,PRISHTINË,61,1108,"1,054",54,701,398,9,62,69,273,203,179,77,131,34,54,14,2,1,642.63,688.01,553
2021,3,Aktivitetet financiare dhe te sigurimit,Individual,PRISHTINË,22,41,41,0,21,20,0,6,1,8,9,2,5,3,4,1,1,1,0,311.5,302.32,321.17
2021,3,Aktivitetet financiare dhe te sigurimit,Individual,FUSHË KOSOVË,3,7,7,0,0,7,0,0,1,0,5,0,1,0,0,0,0,0,0,345.2,,345.2
2021,3,Aktivitetet financiare dhe te sigurimit,Shoqëri akcionare,MITROVICË VERIORE,1,44,44,0,21,23,0,0,0,4,3,6,8,7,6,4,6,0,0,790.77,863.66,724.22
2021,3,Sherbimet administrative dhe mbeshtetese,SH.P.K.,JUNIK,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,250,250,
2021,3,Sherbimet administrative dhe mbeshtetese,SH.P.K.,KAMENICË,3,55,54,1,50,5,0,5,0,15,2,14,0,10,3,6,0,0,0,398.65,398.38,401.19
2021,3,Sherbimet administrative dhe mbeshtetese,SH.P.K.,GRAÇANICË,3,7,7,0,4,3,0,0,0,1,0,3,3,0,0,0,0,0,0,325.68,312.5,343.26
2021,3,Sherbimet administrative dhe mbeshtetese,SH.P.K.,MITROVICË,14,47,40,7,38,9,0,4,2,13,5,10,1,7,0,4,1,0,0,343.91,371.76,229.44
2021,3,"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,DEÇAN,8,40,37,3,30,10,0,6,0,12,5,3,1,2,2,6,2,1,0,318.94,318.27,321.11
2021,3,"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,FERIZAJ,103,378,352,26,272,104,2,39,15,96,52,60,17,48,16,28,4,1,0,469.79,523.81,335.51
2021,3,"Aktivitetet profesionale, shkencore dhe teknike",Individual,PRIZREN,92,276,272,4,144,132,0,15,28,62,63,30,18,21,16,15,7,1,0,338.01,370.66,302.34
2021,3,"Aktivitetet profesionale, shkencore dhe teknike",Individual,SUHAREKË,28,81,76,5,55,26,0,15,2,26,13,6,5,4,4,4,2,0,0,221.53,233.82,195.53
2021,3,"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,PRISHTINË,952,4858,"4,238",620,2774,2012,72,539,598,1153,888,647,320,269,142,147,63,19,1,627.44,680.3,524.86
2021,3,"Aktivitetet profesionale, shkencore dhe teknike",Kompani e huaj,FUSHË KOSOVË,3,8,8,0,7,1,0,0,0,2,1,5,0,0,0,0,0,0,0,4428.21,4997.59,442.56
2021,3,Aktivitetet e trupave dhe organizatave nderkombetare, Ambasada,PRISHTINË,14,569,569,0,368,199,2,2,4,25,44,121,67,157,61,57,22,6,1,1612.42,1524.89,1774.3
2021,3,Aktivitetet e trupave dhe organizatave nderkombetare, Përfaqësues Fiskal,PRISHTINË,1,3,3,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1835.78,1885.97,1735.41
2021,3,Aktivitetet e shendetit te njeriut dhe te punes sociale,Ortakëria e përgj.,PEJË,4,13,12,1,2,11,0,1,1,0,3,0,3,0,2,1,2,0,0,286.56,227.78,297.24
2021,3,Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,SHTIME,5,17,15,2,4,11,2,0,1,1,5,1,4,1,1,1,0,0,0,300.59,380,253.64
2021,3,Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,MALISHEVË,15,29,20,9,6,23,0,0,3,1,5,4,7,0,6,1,2,0,0,213.63,241.67,206.32
2021,3,Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,SKENDERAJ,2,4,4,0,2,2,0,0,0,0,1,2,0,0,0,0,1,0,0,200,200,200
2021,3,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",Individual,PRIZREN,2,5,5,0,3,2,0,2,1,0,0,0,0,1,1,0,0,0,0,200,200,200
2021,3,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Individual,FERIZAJ,2,5,5,0,1,4,0,0,0,0,4,1,0,0,0,0,0,0,0,421.94,350,439.93
2021,3,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Individual,PODUJEVË,1,3,3,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,233.33,250,225
2021,3,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,PODUJEVË,1,46,46,0,18,28,0,5,9,10,8,1,8,1,2,1,1,0,0,179.35,201.67,165
2021,3,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Individual,SUHAREKË,1,3,3,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,333.33,300,350
2021,3,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem, Odat,PRISHTINË,6,250,30,220,147,102,1,2,3,18,26,57,33,39,22,27,15,4,3,149.4,157.89,138.39
2021,3,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem, Përfaqësues Fiskal,PRISHTINË,2,4,2,2,2,2,0,0,0,1,1,0,0,0,0,1,1,0,0,621.86,518.57,725.15
2021,3,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Individual,FUSHË KOSOVË,2,5,5,0,4,1,0,2,0,1,0,0,0,0,1,1,0,0,0,281.68,302.1,200
2021,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PEJË,425,1045,"1,030",15,585,459,1,124,75,196,122,138,127,74,96,52,35,1,4,238.79,248.45,226.41
2021,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Ortakëria e përgj.,MAMUSHË,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,170,170,
2021,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,KAMENICË,33,155,149,6,96,58,1,17,11,27,19,19,12,26,13,6,3,1,0,302.97,282.36,197.23
2021,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,RANILLUG,1,6,6,0,5,1,0,0,0,1,0,2,0,0,1,2,0,0,0,250,250,250
2021,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,NOVOBËRDË,3,7,7,0,4,3,0,1,1,2,1,1,1,0,0,0,0,0,0,252.86,330,150
2021,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PRISHTINË,1027,2873,"2,767",106,1660,1199,14,310,275,550,366,458,303,230,186,97,66,15,3,327.09,341.73,304.47
2021,3,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Shoqëri akcionare,PEJË,2,707,699,8,545,160,2,12,1,64,7,134,34,164,66,171,52,0,0,484.6,516.01,377.88
2021,3,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,SH.P.K.,GLLOGOC,2,18,17,1,12,6,0,0,0,4,1,6,4,1,1,1,0,0,0,448.28,484.57,375.7
2021,3,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Individual,PODUJEVË,3,6,6,0,6,0,0,2,0,0,0,4,0,0,0,0,0,0,0,216.67,216.67,
2021,4,Arsimi,SH.P.K.,LIPJAN,3,137,127,10,47,82,8,1,12,23,42,10,20,5,8,7,0,1,0,560.14,545.62,541.92
2021,4,Arsimi,Ortakëria e përgj.,LIPJAN,1,188,173,15,48,109,31,2,13,26,53,11,19,5,18,3,6,1,0,429.91,421,381.27
2021,4,Ndertimtaria,Shoqëri akcionare,GJAKOVË,1,26,26,0,20,6,0,0,0,0,0,2,0,2,0,12,6,4,0,215.27,209.8,233.53
2021,4,Ndertimtaria,Individual,SHTËRPCË,2,8,8,0,6,2,0,2,0,0,0,4,1,0,1,0,0,0,0,228.75,231.67,220
2021,4,Ndertimtaria,Ndërmarrje pub.,PRISHTINË,1,247,236,11,182,64,1,7,1,58,20,52,14,44,16,20,13,1,0,640.41,640.84,642.43
2021,4,Person Fizik,Person fizik,DEÇAN,14,105,103,2,86,18,1,17,3,31,8,26,4,3,2,8,1,1,0,446.52,475.95,312.95
2021,4,Person Fizik,Person fizik,NOVOBËRDË,1,5,5,0,3,2,0,1,1,0,1,1,0,1,0,0,0,0,0,170,170,170
2021,4,Mungon aktiviteti,OJQ,PEJË,22,163,104,59,74,89,0,15,13,20,15,13,23,12,21,11,16,3,1,473.31,681.27,300.39
2021,4,Mungon aktiviteti,Parti Politike,DRAGASH,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,200,,200
2021,4,Mungon aktiviteti,Parti Politike,PRIZREN,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,250,250,
2021,4,Mungon aktiviteti,Agjension i Huaj Qeveritar,PRIZREN,1,55,55,0,43,12,0,0,0,10,3,9,3,13,4,11,2,0,0,420.91,419.77,425
2021,4,Mungon aktiviteti,OJQ,VUSHTRRI,6,18,17,1,11,7,0,1,1,2,3,3,2,2,0,3,1,0,0,377.72,386.92,363.27
2021,4,Industria nxjerrese,Individual,GJILAN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,170,,
2021,4,Industria nxjerrese,SH.P.K.,HANI I ELEZIT,2,37,36,1,33,2,2,5,2,7,0,11,0,7,0,3,0,0,0,450.11,455.84,385.36
2021,4,Industria perpunuese,Kompani e huaj,PRIZREN,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,297.5,297.5,
2021,4,Industria perpunuese,Shoqëri akcionare,MITROVICË,2,105,105,0,100,5,0,16,1,37,2,13,0,23,1,11,1,0,0,411.74,411.4,418.59
2021,4,Informimi dhe komunikimi,SH.P.K.,PEJË,17,257,243,14,169,84,4,30,21,74,40,44,16,14,4,3,3,4,0,693.96,720.58,657.67
2021,4,Informimi dhe komunikimi,Individual,VITI,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,170,170,
2021,4,Informimi dhe komunikimi,SH.P.K.,KLINË,2,4,4,0,3,1,0,0,0,2,1,1,0,0,0,0,0,0,0,178.75,180,175
2021,4,Informimi dhe komunikimi,Individual,KLINË,3,9,9,0,7,2,0,1,0,2,0,3,0,1,2,0,0,0,0,355.7,351.78,369.42
2021,4,Informimi dhe komunikimi,Individual,LIPJAN,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,170,170,
2021,4,Informimi dhe komunikimi,SH.P.K.,GJAKOVË,19,131,125,6,75,54,2,11,19,38,20,17,7,6,3,3,5,0,0,430.61,484.98,351.66
2021,4,Informimi dhe komunikimi,Kompani e huaj,PRIZREN,2,13,12,1,10,3,0,3,1,6,2,1,0,0,0,0,0,0,0,546.98,627.08,280
2021,4,Informimi dhe komunikimi,Individual,KAMENICË,2,6,4,2,3,3,0,0,0,1,2,1,1,1,0,0,0,0,0,160,130,190
2021,4,Informimi dhe komunikimi,SH.P.K.,PRISHTINË,514,6876,"6,493",383,4360,2435,81,1207,793,1902,1129,846,343,273,109,99,52,33,9,786.32,851.07,642.95
2021,4,Transporti dhe magazinimi,Individual,JUNIK,1,5,5,0,2,3,0,0,1,1,1,1,0,0,0,0,1,0,0,170,170,170
2021,4,Transporti dhe magazinimi,SH.P.K.,LIPJAN,15,103,100,3,87,16,0,18,6,23,4,15,5,20,1,10,0,1,0,384.23,393.88,333
2021,4,Transporti dhe magazinimi,SH.P.K.,KAMENICË,8,33,32,1,25,8,0,2,0,9,4,8,3,4,0,2,1,0,0,216.97,218.8,211.25
2021,4,Transporti dhe magazinimi,Ortakëria e përgj.,PODUJEVË,1,6,6,0,5,1,0,1,0,1,1,1,0,2,0,0,0,0,0,200,200,200
2021,4,Aktivitetet e patundshmerise,SH.P.K.,PEJË,5,16,12,4,11,5,0,3,0,4,3,1,1,2,0,1,1,0,0,329.5,370.26,239.82
2021,4,Aktivitetet e patundshmerise,Individual,GJILAN,3,13,9,4,9,4,0,3,1,2,1,2,2,2,0,0,0,0,0,253.85,250,262.5
2021,4,Aktivitetet e patundshmerise,SH.P.K.,RAHOVEC,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,50,
2021,4,Aktivitetet e patundshmerise,SH.P.K.,KAMENICË,1,2,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,235,235,
2021,4,Aktivitetet e tjera sherbyese, Bashkësi Fetare,KLINË,1,4,4,0,4,0,0,0,0,1,0,3,0,0,0,0,0,0,0,295,295,
2021,4,Aktivitetet e tjera sherbyese,OJQ,FERIZAJ,9,52,39,13,28,24,0,1,9,11,11,5,3,5,1,6,0,0,0,387.13,429.2,338.05
2021,4,Aktivitetet e tjera sherbyese,SH.P.K.,VUSHTRRI,5,19,14,5,9,9,1,2,0,3,5,2,3,2,1,0,0,0,0,410.96,378.89,416.46
2021,4,Aktivitetet e tjera sherbyese,OJQ,LEPOSAVIQ,2,8,7,1,1,6,1,0,0,1,3,0,3,0,0,0,0,0,0,300.13,230,286.18
2021,4,Aktivitetet e tjera sherbyese, Odat,PRISHTINË,2,69,50,19,37,32,0,2,3,7,10,11,6,7,7,10,6,0,0,532.53,497.86,572.63
2021,4,Aktivitetet e tjera sherbyese,Agjension i Huaj Qeveritar,PRISHTINË,1,7,7,0,4,3,0,0,0,2,1,2,0,0,1,0,1,0,0,400,400,400
2021,4,Aktivitetet e tjera sherbyese,Individual,FUSHË KOSOVË,27,35,33,2,11,23,1,2,2,5,10,2,8,1,3,1,0,0,0,214.82,233.78,204.88
2021,4,Akomodimi dhe sherbimi ushqimor,Ortakëria e përgj.,DEÇAN,2,21,21,0,18,3,0,10,0,8,1,0,1,0,1,0,0,0,0,199.52,199.44,200
2021,4,Akomodimi dhe sherbimi ushqimor,Individual,ZVEÇAN,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200,200,
2021,4,"Artet, Argetimi dhe rekreacioni",Zyrë ndërlidhëse,GJAKOVË,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,170,170,
2021,4,"Artet, Argetimi dhe rekreacioni",Shoqëri akcionare,PRISHTINË,1,17,13,4,14,3,0,0,1,1,1,5,0,3,1,5,0,0,0,349.49,379.74,208.33
2021,4,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,VITI,5,15,14,1,13,2,0,6,1,4,0,1,0,1,0,1,1,0,0,185.5,182.06,207.9
2021,4,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,KLINË,5,31,30,1,18,13,0,3,3,7,4,5,2,0,3,3,1,0,0,306.01,365.77,223.26
2021,4,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,OBILIQ,6,32,30,2,20,12,0,1,1,7,3,6,5,2,2,4,1,0,0,300.77,353.28,219.62
2021,4,Bujqesia;Pylltaria dhe Peshkimi,Individual,PARTESH,1,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,80,130,30
2021,4,Bujqesia;Pylltaria dhe Peshkimi,Individual,SUHAREKË,33,106,101,5,69,35,2,11,6,35,9,9,4,7,12,7,4,0,0,194.33,195.24,189.29
2021,4,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,MITROVICË,3,6,5,1,4,2,0,0,0,0,1,3,1,1,0,0,0,0,0,249.61,261.69,225.47
2021,4,Bujqesia;Pylltaria dhe Peshkimi,Shoqëri akcionare,MITROVICË,1,7,7,0,3,4,0,0,2,0,1,2,1,1,0,0,0,0,0,363.13,533.33,235.47
2021,4,Aktivitetet financiare dhe te sigurimit,SH.P.K.,KAMENICË,4,13,13,0,9,4,0,2,1,4,1,0,0,2,1,1,0,0,1,330.1,347.11,291.82
2021,3,Aktivitetet financiare dhe te sigurimit,Kompani sigurimi,PRISHTINË,5,693,659,34,410,275,8,36,21,99,102,115,77,88,58,69,16,3,1,803.33,856.76,698.24
2021,3,Sherbimet administrative dhe mbeshtetese,Individual,VITI,5,7,7,0,4,3,0,1,0,2,1,0,0,1,2,0,0,0,0,238.57,280,183.33
2021,3,Sherbimet administrative dhe mbeshtetese,SH.P.K.,HANI I ELEZIT,2,18,18,0,18,0,0,0,0,8,0,8,0,2,0,0,0,0,0,443.48,443.48,
2021,3,"Aktivitetet profesionale, shkencore dhe teknike",Shoqëri akcionare,GJILAN,1,3,3,0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,597.82,617.31,588.07
2021,3,"Aktivitetet profesionale, shkencore dhe teknike",Ortakëria e përgj.,LIPJAN,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,328.15,328.15,
2021,3,"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,DRAGASH,1,5,5,0,2,3,0,1,0,1,3,0,0,0,0,0,0,0,0,294,325,273.33
2021,3,"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,MITROVICË,29,61,53,8,46,15,0,6,2,21,11,12,0,2,0,4,2,1,0,333.36,369.12,215.87
2021,3,"Aktivitetet profesionale, shkencore dhe teknike",Kompani e huaj,MITROVICË,1,4,4,0,1,3,0,0,1,0,1,1,0,0,1,0,0,0,0,2701.44,5227,1859.59
2021,3,"Aktivitetet profesionale, shkencore dhe teknike",Shoqëri akcionare,PRISHTINË,2,19,18,1,11,8,0,1,1,6,4,1,2,1,1,2,0,0,0,578.87,639.47,495.56
2021,3,"Aktivitetet profesionale, shkencore dhe teknike",Individual,SKENDERAJ,10,14,12,2,13,1,0,1,0,5,1,4,0,2,0,1,0,0,0,185.36,184.23,200
2021,3,"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,MITROVICË VERIORE,2,4,3,1,1,2,1,1,0,0,0,0,0,0,2,0,0,0,0,247.5,170,285
2021,3,Aktivitetet e shendetit te njeriut dhe te punes sociale,Ortakëria e përgj.,PRIZREN,1,4,4,0,1,3,0,0,2,0,0,1,1,0,0,0,0,0,0,170,170,170
2021,3,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,VITI,1,43,43,0,41,2,0,0,0,7,1,9,0,15,0,10,1,0,0,221.5,219.63,259.81
2021,3,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,DEÇAN,2,26,26,0,15,10,1,3,3,7,4,2,3,1,0,2,0,0,0,438.27,463,400
2021,3,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,GJILAN,10,110,108,2,89,20,1,8,4,14,8,16,6,24,2,24,0,3,0,263.55,267.39,248.84
2021,3,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,GJAKOVË,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,657.7,,657.7
2021,3,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,SKENDERAJ,1,6,6,0,6,0,0,1,0,1,0,2,0,1,0,1,0,0,0,325,325,
2021,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,OBILIQ,57,471,458,13,365,102,4,68,14,123,42,97,28,52,14,23,4,2,0,505.96,523.89,419.13
2021,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Kompani e huaj,FERIZAJ,1,4,4,0,4,0,0,0,0,1,0,1,0,1,0,1,0,0,0,558.85,558.85,
2021,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,RAHOVEC,188,471,461,10,308,163,0,63,35,92,41,71,39,52,37,30,11,0,0,235.58,247.92,212.27
2021,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,MALISHEVË,159,580,570,10,398,181,1,83,56,149,49,90,42,46,29,30,5,0,0,264.17,277.68,234.27
2021,3,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Kompani e huaj,FUSHË KOSOVË,3,8,7,1,5,3,0,0,0,2,2,2,1,0,0,1,0,0,0,267.56,219.79,347.17
2021,3,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Tjeter,LIPJAN,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,428.57,,428.57
2021,4,Arsimi,Organizata Buxhetore,GJAKOVË,1,19,2,17,8,11,0,0,2,2,5,4,2,1,1,1,1,0,0,269.53,404.5,171.36
2021,4,Arsimi,SH.P.K.,GLLOGOC,4,17,12,5,8,9,0,0,2,1,4,4,3,2,0,1,0,0,0,153.41,112.12,190.1
2021,4,Arsimi,SH.P.K.,FUSHË KOSOVË,17,117,115,2,19,96,2,3,7,3,44,4,31,6,10,3,4,0,0,220.89,218.52,221.44
2021,4,Ndertimtaria,Individual,FERIZAJ,96,617,609,8,550,67,0,130,8,176,14,106,21,92,21,46,3,0,0,261.78,264.5,239.82
2021,4,Ndertimtaria,SH.P.K.,KAÇANIK,31,267,258,9,243,23,1,44,2,61,13,63,4,53,4,22,0,0,0,289.13,292.09,263.12
2021,4,Ndertimtaria,SH.P.K.,KLLOKOT,2,47,45,2,42,5,0,7,0,13,5,4,0,12,0,6,0,0,0,254.1,250.55,284
2021,4,Ndertimtaria,Individual,MALISHEVË,53,252,246,6,227,25,0,56,3,66,7,68,9,23,4,14,2,0,0,262.88,260.33,285.83
2021,4,Ndertimtaria,Shoqëri akcionare,PRISHTINË,5,69,65,4,44,25,0,1,4,7,11,15,5,12,4,9,1,0,0,910.13,1127.13,512.29
2021,4,Mungon aktiviteti,OJQ,GRAÇANICË,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,333.33,333.33,
2021,4,Industria nxjerrese,Individual,OBILIQ,1,3,3,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,200,200,200
2021,4,Industria nxjerrese,Individual,GLLOGOC,1,8,7,1,6,2,0,2,0,3,2,1,0,0,0,0,0,0,0,1109.86,1246.48,700
2021,4,Industria nxjerrese,SH.P.K.,KLLOKOT,3,35,34,1,33,2,0,1,0,5,0,7,0,8,2,12,0,0,0,263.89,261.7,300
2021,4,Industria nxjerrese,Individual,MALISHEVË,1,13,13,0,12,1,0,3,0,5,0,3,0,1,1,0,0,0,0,227.62,229.92,200
2021,4,Industria nxjerrese,SH.P.K.,FUSHË KOSOVË,2,9,9,0,8,1,0,0,0,5,1,0,0,1,0,2,0,0,0,478.91,471.28,540
2021,4,Industria perpunuese,SH.P.K.,SUHAREKË,67,1394,"1,328",66,1001,388,5,183,79,287,105,181,89,178,75,170,40,2,0,373.11,405.94,278.15
2021,4,Industria perpunuese,Individual,LEPOSAVIQ,7,17,17,0,10,7,0,1,1,3,1,5,2,1,1,0,2,0,0,189.41,178.5,205
2021,4,Industria perpunuese,Shoqëri akcionare,PRISHTINË,1,25,24,1,24,1,0,3,0,10,1,9,0,2,0,0,0,0,0,701.86,702.94,675.79
2021,4,Industria perpunuese,Shoqëri akcionare,FUSHË KOSOVË,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,294.43,294.43,
2021,4,Informimi dhe komunikimi,Individual,ISTOG,3,12,11,1,9,3,0,1,0,4,3,4,0,0,0,0,0,0,0,254.89,257.24,247.84
2021,4,Informimi dhe komunikimi,SH.P.K.,MITROVICË,17,213,203,10,133,77,3,44,31,61,24,24,14,1,6,2,2,1,0,492.96,505.76,462.23
2021,4,Informimi dhe komunikimi,Individual,PRISHTINË,50,170,155,15,96,71,3,18,15,36,23,26,14,8,15,7,3,1,1,510.56,553.9,459.72
