Viti Godina Year,"Muaji 
Mesec
Month","PERSHKRIMI I SEKTORIT
OPIS SEKTORA
SECTOR DESCRIPTION","Statusi i regjistrimit 
Status registracije Registration status",Komuna Opstina Municipality,"Nr Tatimp 
Poreski obveznik 
Number of Taxpayers","Nr Puns
Broj zaposlenih 
Number of  employees",Primar Primarna Primary,Sekondar Sekundarna Secondary,"Meshkuj
Muskarci 
Men (M).","Femra
Zenske
Women (F)","Pa Verif 
Neprovereno 
Unverified",M 15-24,F 15-24,M 25-34,F 25-34,M 35-44,F 35-44,M 45-54,F 45-54,M 55-64,F 55-64,M 65+,F 65+,"Mesat. Pages
Prosecna plata
Average Wage","Mesat. Meshk 
Prosecni M.
Average M.","Mesat. Fem.
Prosecni F. Average F."
2022,1,Bujqesia;Pylltaria dhe Peshkimi,Individual,JUNIK,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,170,,170
2022,1,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,FERIZAJ,20,77,71,6,54,23,0,12,5,17,6,14,5,5,5,5,2,1,0,338.27,355.15,298.62
2022,1,Aktivitetet financiare dhe te sigurimit,SH.P.K.,VITI,4,10,10,0,5,5,0,0,0,3,4,0,0,1,1,1,0,0,0,350,410,290
2022,1,Aktivitetet financiare dhe te sigurimit,Individual,RAHOVEC,2,4,4,0,0,4,0,0,2,0,1,0,0,0,0,0,1,0,0,267.5,,267.5
2022,1,Aktivitetet financiare dhe te sigurimit,SH.P.K.,MALISHEVË,2,2,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,235.47,,235.47
2022,1,Aktivitetet financiare dhe te sigurimit,Tjeter,PRISHTINË,1,11,9,2,7,4,0,0,0,2,1,3,1,2,2,0,0,0,0,1133.16,1131.54,1136
2022,1,Sherbimet administrative dhe mbeshtetese,SH.P.K.,FERIZAJ,84,271,261,10,154,117,0,37,25,57,49,39,24,14,15,6,3,1,1,413.68,380.48,455.67
2022,1,Sherbimet administrative dhe mbeshtetese,Individual,FUSHË KOSOVË,5,9,8,1,5,4,0,0,0,2,1,2,3,0,0,1,0,0,0,332.09,377.86,274.88
2022,1,"Aktivitetet profesionale, shkencore dhe teknike",Individual,RAHOVEC,19,43,43,0,22,18,3,2,3,11,9,4,4,3,1,1,1,1,0,228.13,234.01,233.42
2022,1,"Aktivitetet profesionale, shkencore dhe teknike",Individual,SKENDERAJ,10,18,16,2,16,2,0,2,0,5,1,6,1,2,0,1,0,0,0,203.61,185.31,350
2022,1,"Aktivitetet profesionale, shkencore dhe teknike",Individual,FUSHË KOSOVË,11,31,28,3,21,10,0,5,1,6,4,7,2,3,3,0,0,0,0,321.06,325.58,311.56
2022,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,GJILAN,54,216,157,59,89,122,5,7,18,29,43,24,35,16,18,10,8,3,0,307.35,369.69,259.47
2022,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,FERIZAJ,70,154,129,25,32,121,1,5,29,9,39,7,20,4,15,6,18,1,0,211.84,249.15,200
2022,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,GJAKOVË,23,181,120,61,62,118,1,4,24,11,31,15,30,15,25,12,6,5,2,339.62,400.71,308.29
2022,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,GJAKOVË,79,309,208,101,95,213,1,5,17,24,46,20,74,12,40,23,30,11,6,574.44,953.91,387.82
2022,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,PODUJEVË,8,30,23,7,10,20,0,1,3,3,8,2,7,2,2,2,0,0,0,274.65,347.39,238.28
2022,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,Organizata Buxhetore,PRISHTINË,2,33,0,33,18,15,0,0,1,5,3,5,4,6,6,2,1,0,0,605.08,679.38,515.92
2022,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,SKENDERAJ,19,44,38,6,7,37,0,1,15,3,8,2,9,1,2,0,3,0,0,249.63,324.14,235.53
2022,1,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,NOVOBËRDË,1,3,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,483.33,483.33,
2022,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,JUNIK,2,2,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,283.5,283.5,
2022,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,LIPJAN,158,413,402,11,280,131,2,60,43,81,28,64,34,53,17,20,9,2,0,254.29,270.21,221.11
2022,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,SHTIME,83,269,265,4,159,109,1,40,39,50,28,37,19,21,17,10,6,1,0,269.66,285.74,245
2022,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,DRAGASH,15,80,78,2,69,11,0,13,4,18,3,13,0,16,2,9,2,0,0,270.48,268.09,285.47
2022,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Kompani e huaj,FERIZAJ,1,5,5,0,4,1,0,1,0,1,1,0,0,1,0,1,0,0,0,512.33,529.78,442.57
2022,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,MAMUSHË,24,54,54,0,47,7,0,12,0,18,0,8,4,4,3,5,0,0,0,224.81,226.6,212.86
2022,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,PODUJEVË,154,578,567,11,373,205,0,73,77,125,59,97,41,53,22,23,6,2,0,268.82,284.58,240.14
2022,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,PODUJEVË,263,729,712,17,511,218,0,84,28,159,61,142,76,84,41,38,12,4,0,243.37,248.43,231.39
2022,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,SUHAREKË,94,530,503,27,373,157,0,50,35,126,62,101,27,64,29,30,3,2,1,442.81,473.26,370.66
2022,1,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Individual,KAÇANIK,2,4,4,0,4,0,0,0,0,2,0,1,0,1,0,0,0,0,0,190,190,
2022,2,Arsimi,Individual,SHTIME,3,19,12,7,10,9,0,2,0,2,2,1,3,2,4,3,0,0,0,146.17,144.45,148.08
2022,2,Arsimi,SH.P.K.,FERIZAJ,19,94,87,7,37,56,1,2,9,9,33,10,6,5,6,10,1,1,1,204.05,206.55,202.48
2022,2,Arsimi,Individual,RAHOVEC,2,11,10,1,5,6,0,0,1,3,3,0,0,2,1,0,1,0,0,167.27,152,180
2022,2,Arsimi,Individual,VUSHTRRI,7,23,20,3,6,17,0,0,1,0,8,2,4,3,2,1,2,0,0,203.04,115,234.12
2022,2,Arsimi,SH.P.K.,SKENDERAJ,4,9,7,2,6,3,0,1,0,0,0,2,2,2,1,1,0,0,0,155.4,146.44,173.33
2022,2,Arsimi,Individual,FUSHË KOSOVË,9,56,54,2,10,46,0,1,5,4,18,1,17,2,6,2,0,0,0,277.99,283.14,276.88
2022,2,Ndertimtaria,SH.P.K.,ISTOG,38,339,333,6,293,44,2,34,9,86,17,79,8,58,6,35,4,1,0,423.55,439.85,315.75
2022,2,Ndertimtaria,SH.P.K.,GJILAN,122,616,574,42,530,85,1,58,15,139,25,105,25,142,17,82,2,4,1,337.75,343.29,304.94
2022,2,Ndertimtaria,SH.P.K.,FERIZAJ,175,1521,"1,455",66,1307,204,10,186,30,341,52,298,54,327,48,149,19,6,1,342.2,341.66,344.36
2022,2,Ndertimtaria,Shoqëri akcionare,GJAKOVË,1,25,25,0,20,5,0,0,0,0,0,2,0,1,0,10,5,7,0,216.36,208.33,248.51
2022,2,Ndertimtaria,SH.P.K.,KLLOKOT,2,25,22,3,19,6,0,3,0,8,4,2,1,3,0,3,1,0,0,288,286.84,291.67
2022,2,Ndertimtaria,Ndërmarrje shoq.,PODUJEVË,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,443.23,,443.23
2022,2,Ndertimtaria,SH.P.K.,LEPOSAVIQ,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,200,,200
2022,2,Ndertimtaria,Kompani e huaj,PRISHTINË,28,343,328,15,244,66,33,20,8,66,13,61,13,53,25,40,7,4,0,670.12,681.27,492.65
2022,2,Person Fizik,Person fizik,PODUJEVË,24,165,162,3,122,43,0,20,6,32,7,42,17,14,9,14,4,0,0,408.22,441.48,311.63
2022,2,Mungon aktiviteti,OJQ,SHTIME,2,6,5,1,2,4,0,1,2,0,0,1,2,0,0,0,0,0,0,357.97,377.5,348.21
2022,2,Mungon aktiviteti,Parti Politike,PRIZREN,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,250,250,
2022,2,Mungon aktiviteti,Organizata Buxhetore,VUSHTRRI,1,12,2,10,8,4,0,0,0,0,0,0,0,0,0,0,3,8,1,105,106.88,101.25
2022,2,Mungon aktiviteti,Projekt,PRISHTINË,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,270.94,,270.94
2022,2,Industria nxjerrese,Kompani e huaj,PRISHTINË,1,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1555.22,1555.22,
2022,2,Industria perpunuese,Shoqëri akcionare,PEJË,1,278,245,33,248,30,0,27,3,47,7,50,8,45,5,72,6,7,1,637.17,588.45,1039.89
2022,2,Industria perpunuese,Individual,FERIZAJ,265,1063,"1,054",9,760,296,7,145,70,240,73,223,78,110,55,39,19,3,1,238.99,247.48,215.03
2022,2,Industria perpunuese,Ortakëria e përgj.,FERIZAJ,3,16,16,0,10,6,0,2,1,3,0,4,1,0,4,1,0,0,0,271.25,269,275
2022,2,Industria perpunuese,Shoqëri akcionare,KAMENICË,1,18,16,2,13,5,0,2,0,4,2,2,1,1,2,4,0,0,0,295.03,305.52,267.76
2022,1,Arsimi,OJQ,GJAKOVË,3,62,62,0,12,48,2,2,12,2,14,3,17,2,2,3,3,0,0,313.78,312.77,296.69
2022,1,Arsimi, Bashkësi Fetare,GJAKOVË,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200,200,
2022,1,Arsimi,SH.P.K.,PRIZREN,19,110,99,11,32,76,2,4,10,8,32,3,18,10,10,6,6,1,0,257.1,279.8,247.73
2022,1,Arsimi,SH.P.K.,GRAÇANICË,1,27,27,0,4,22,1,0,5,3,12,1,1,0,3,0,1,0,0,514.96,448.51,535.45
2022,1,Arsimi,Individual,SKENDERAJ,7,15,15,0,4,11,0,0,1,3,4,1,2,0,3,0,1,0,0,192.16,160,203.85
2022,1,Ndertimtaria,SH.P.K.,FERIZAJ,165,1259,"1,197",62,1054,195,10,145,29,277,51,240,50,263,47,123,17,6,1,344.29,344.73,340.92
2022,1,Ndertimtaria,Shoqëri akcionare,GJAKOVË,1,26,26,0,21,5,0,0,0,0,0,2,0,1,0,10,5,8,0,224.31,218.55,248.51
2022,1,Ndertimtaria,SH.P.K.,SUHAREKË,74,569,539,30,461,107,1,75,7,145,48,114,30,74,16,52,6,1,0,450.89,472.47,357.96
2022,1,Ndertimtaria,SH.P.K.,GRAÇANICË,18,207,188,19,165,41,1,22,5,38,19,43,8,43,6,18,3,1,0,706.05,767.09,464.62
2022,1,Ndertimtaria,Shoqëri akcionare,GRAÇANICË,1,17,16,1,7,10,0,0,3,3,5,1,2,3,0,0,0,0,0,977.9,1446.88,649.61
2022,1,Ndertimtaria,SH.P.K.,PRISHTINË,520,4671,"4,318",353,3772,856,43,533,154,1142,277,1020,206,676,152,339,63,62,4,495.21,508.76,432.11
2022,1,Ndertimtaria,Ndërmarrje pub.,PRISHTINË,1,253,243,10,186,67,0,5,0,62,21,55,18,40,18,22,10,2,0,632.65,637.16,620.13
2022,1,Person Fizik,Person fizik,OBILIQ,5,83,82,1,58,25,0,3,5,20,10,19,6,8,3,7,1,1,0,470.36,498.74,404.51
2022,1,Person Fizik,Person fizik,SKENDERAJ,9,43,42,1,34,9,0,8,1,10,1,10,2,6,4,0,1,0,0,311.45,319.9,279.53
2022,1,Person Fizik,Person fizik,MITROVICË VERIORE,3,3,3,0,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0,1239.91,1577.58,1071.08
2022,1,Mungon aktiviteti, Bashkësi Fetare,GJILAN,1,62,59,3,59,3,0,4,0,8,0,24,0,14,2,8,1,1,0,397.05,408.42,173.33
2022,1,Mungon aktiviteti,OJQ,MITROVICË VERIORE,4,26,22,4,10,16,0,2,2,5,7,2,0,1,3,0,3,0,1,331.14,337.15,327.39
2022,1,Industria nxjerrese,SH.P.K.,LEPOSAVIQ,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,250,250,
2022,1,Industria nxjerrese,Individual,PRISHTINË,1,3,3,0,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,350,325,400
2022,1,Industria nxjerrese,Kompani e huaj,PRISHTINË,1,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2889.72,2889.72,
2022,1,Industria perpunuese,Individual,VITI,61,169,163,6,124,45,0,26,6,45,9,25,13,19,14,8,3,1,0,192.89,193.91,190.08
2022,1,Industria perpunuese,Ortakëria e përgj.,VITI,1,2,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,170,170,170
2022,1,Industria perpunuese,Individual,MAMUSHË,9,35,33,2,30,5,0,5,1,3,2,12,2,6,0,4,0,0,0,202.29,204.33,190
2022,1,Industria perpunuese,Individual,VUSHTRRI,53,179,179,0,129,50,0,24,9,36,15,42,17,20,5,6,4,1,0,245.5,257.32,214.64
2022,1,Informimi dhe komunikimi,SH.P.K.,LIPJAN,8,33,30,3,25,7,1,10,2,10,3,2,1,2,0,1,1,0,0,363.81,315.54,274.26
2022,1,Transporti dhe magazinimi,SH.P.K.,VITI,6,17,15,2,10,6,1,0,0,5,3,2,1,2,1,1,1,0,0,240.07,241.58,210.89
2022,1,Transporti dhe magazinimi,Individual,JUNIK,1,5,5,0,2,3,0,0,1,1,1,1,0,0,0,0,1,0,0,170,170,170
2022,1,Transporti dhe magazinimi,Ortakëria e përgj.,GJAKOVË,1,8,8,0,8,0,0,3,0,2,0,1,0,1,0,1,0,0,0,180,180,
2022,1,Transporti dhe magazinimi,SH.P.K.,GLLOGOC,3,7,7,0,6,1,0,1,0,1,0,3,1,1,0,0,0,0,0,267.15,270.01,250
2022,1,Transporti dhe magazinimi,Ortakëria e përgj.,PODUJEVË,1,5,5,0,4,1,0,1,0,1,1,0,0,2,0,0,0,0,0,200,200,200
2022,1,Aktivitetet e patundshmerise,Individual,PEJË,2,2,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,185,200,170
2022,1,Aktivitetet e patundshmerise,Individual,KLINË,1,4,4,0,2,2,0,0,0,0,0,2,0,0,2,0,0,0,0,197.5,170,225
2022,1,Aktivitetet e patundshmerise,SH.P.K.,GJILAN,7,9,8,1,7,2,0,1,0,2,1,0,0,2,1,2,0,0,0,266.87,311.69,110
2022,1,Aktivitetet e patundshmerise,Individual,PRISHTINË,13,43,40,3,24,16,3,1,0,7,7,5,2,8,3,3,4,0,0,572.14,768.77,344.84
2022,1,Aktivitetet e tjera sherbyese, Bashkësi Fetare,ISTOG,1,6,6,0,6,0,0,0,0,0,0,4,0,1,0,1,0,0,0,250,250,
2022,1,Aktivitetet e tjera sherbyese,SH.P.K.,KAÇANIK,1,2,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,160,150,170
2022,1,Aktivitetet e tjera sherbyese, Bashkësi Fetare,VUSHTRRI,1,3,3,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,536.67,605,400
2022,1,Aktivitetet e tjera sherbyese,Projekt,PRISHTINË,3,18,18,0,7,10,1,0,0,0,2,2,5,4,1,1,2,0,0,1592.5,1810.28,1448.1
2022,1,Aktivitetet e tjera sherbyese,SH.P.K.,PRISHTINË,263,1061,994,67,450,587,24,82,154,137,238,136,111,55,66,33,16,7,2,441.5,569.19,325.51
2022,1,Aktivitetet e tjera sherbyese, Bashkësi Fetare,PRISHTINË,5,317,197,120,240,75,2,9,7,35,24,90,27,55,12,48,5,3,0,394.43,413.25,337.67
2022,1,Aktivitetet e tjera sherbyese,Ortakëria e përgj.,PRISHTINË,7,23,22,1,6,17,0,4,1,1,7,1,7,0,2,0,0,0,0,271.7,252.15,278.6
2022,1,Aktivitetet e tjera sherbyese,Agjension i Huaj Qeveritar,PRISHTINË,1,7,7,0,4,3,0,0,0,1,1,3,0,0,1,0,1,0,0,400,400,400
2022,1,Aktivitetet e tjera sherbyese,OJQ,MITROVICË VERIORE,6,12,6,6,2,10,0,0,0,0,3,1,7,1,0,0,0,0,0,267.87,285.72,264.3
2022,1,Akomodimi dhe sherbimi ushqimor,Individual,ISTOG,41,149,148,1,96,52,1,32,6,28,9,18,15,14,20,4,2,0,0,246.78,242.96,248.6
2022,1,Akomodimi dhe sherbimi ushqimor,Ortakëri e kufizuar,KLINË,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,135,135,
2022,1,Akomodimi dhe sherbimi ushqimor,Individual,FERIZAJ,129,414,413,1,282,118,14,85,13,92,29,69,33,30,33,5,9,1,1,190.15,192.41,182.86
2022,1,Akomodimi dhe sherbimi ushqimor,SH.P.K.,GRAÇANICË,32,465,459,6,306,148,11,80,27,123,36,66,41,29,36,7,8,1,0,475.98,454.4,401.82
2022,1,"Artet, Argetimi dhe rekreacioni",SH.P.K.,LIPJAN,4,8,8,0,7,1,0,0,0,4,1,3,0,0,0,0,0,0,0,202.5,195.71,250
2022,1,"Artet, Argetimi dhe rekreacioni",Individual,VUSHTRRI,2,7,7,0,6,1,0,1,0,5,1,0,0,0,0,0,0,0,0,185.99,181.02,215.79
2022,1,Bujqesia;Pylltaria dhe Peshkimi,Ndërmarrje shoq.,FERIZAJ,1,2,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,170,170,
2022,1,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,GLLOGOC,8,21,15,6,12,9,0,2,1,4,1,4,2,1,4,1,1,0,0,315.99,382.67,240.99
2022,1,Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,PODUJEVË,24,84,82,2,55,29,0,6,2,17,9,17,6,8,5,7,7,0,0,274.39,292.7,240.5
2022,1,Bujqesia;Pylltaria dhe Peshkimi,Individual,SUHAREKË,26,79,76,3,48,29,2,8,3,20,8,11,4,5,9,4,5,0,0,204.78,207.33,197.44
2022,1,Bujqesia;Pylltaria dhe Peshkimi,Individual,LEPOSAVIQ,3,11,11,0,7,4,0,0,1,3,0,2,1,1,1,1,1,0,0,210,200,227.5
2022,1,Aktivitetet financiare dhe te sigurimit,Individual,SHTIME,1,6,6,0,3,3,0,2,3,0,0,1,0,0,0,0,0,0,0,215,300,130
2022,1,Aktivitetet financiare dhe te sigurimit,SH.P.K.,PODUJEVË,4,7,7,0,5,2,0,2,0,1,1,1,1,1,0,0,0,0,0,250,285,180
2022,1,Aktivitetet financiare dhe te sigurimit,SH.P.K.,VUSHTRRI,2,5,4,1,3,2,0,1,0,2,1,0,0,0,1,0,0,0,0,570.76,717.93,350
2022,1,Sherbimet administrative dhe mbeshtetese,Individual,PEJË,15,49,48,1,19,30,0,3,5,4,8,7,7,3,8,2,2,0,0,286.13,253.9,305.46
2022,1,Sherbimet administrative dhe mbeshtetese,Ortakëria e përgj.,PRIZREN,1,27,26,1,22,5,0,1,2,4,1,4,1,8,1,5,0,0,0,200,200,200
