Viti Godina Year,"Muaji 
Mesec
Month","PERSHKRIMI I SEKTORIT
OPIS SEKTORA
SECTOR DESCRIPTION",,"Statusi i regjistrimit 
Status registracije Registration status",Komuna Opstina Municipality,"Nr Tatimp 
Poreski obveznik 
Number of Taxpayers","Nr Puns
Broj zaposlenih 
Number of  employees",Primar Primarna Primary,Sekondar Sekundarna Secondary,"Meshkuj
Muskarci 
Men (M).","Femra
Zenske
Women (F)","Pa Verif 
Neprovereno 
Unverified",M 15-24,F 15-24,M 25-34,F 25-34,M 35-44,F 35-44,M 45-54,F 45-54,M 55-64,F 55-64,M 65+,F 65+,"Mesat. Pages
Prosecna plata
Average Wage","Mesat. Meshk 
Prosecni M.
Average M.","Mesat. Fem.
Prosecni F. Average F."
2023,1,"Artet, Argetimi dhe rekreacioni",,Individual,PODUJEVË,2,4,4,0,3,1,0,0,0,3,0,0,0,0,1,0,0,0,0,185,180,200
2023,1,"Artet, Argetimi dhe rekreacioni",,Ortakëria e përgj.,SUHAREKË,1,3,3,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,500,500,500
2023,1,"Artet, Argetimi dhe rekreacioni",,Shoqëri akcionare,FUSHË KOSOVË,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1150,1150,
2023,1,Bujqesia;Pylltaria dhe Peshkimi,,SH.P.K.,OBILIQ,5,22,19,3,13,9,0,0,1,3,3,4,3,1,2,4,0,1,0,347.7,425.77,243.62
2023,1,Bujqesia;Pylltaria dhe Peshkimi,,SH.P.K.,FERIZAJ,24,112,109,3,70,42,0,13,6,24,14,14,10,9,7,9,5,1,0,334.8,388.69,244.98
2023,1,Bujqesia;Pylltaria dhe Peshkimi,,Individual,KAÇANIK,4,14,14,0,10,4,0,1,1,3,2,2,0,1,0,3,1,0,0,241.43,244,235
2023,1,Bujqesia;Pylltaria dhe Peshkimi,,Individual,SHTËRPCË,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,300,,300
2023,1,Bujqesia;Pylltaria dhe Peshkimi,,SH.P.K.,VUSHTRRI,17,273,272,1,133,139,1,17,38,42,34,39,39,21,23,12,4,2,1,548.99,665.27,439.18
2023,1,Bujqesia;Pylltaria dhe Peshkimi,,Individual,SKENDERAJ,43,117,115,2,57,59,1,16,8,26,17,8,16,4,7,2,11,1,0,173.51,175.57,171.61
2023,1,Aktivitetet financiare dhe te sigurimit,,SH.P.K.,FERIZAJ,12,31,28,3,18,13,0,2,3,6,7,8,1,1,1,1,1,0,0,291.18,303.85,273.65
2023,1,Aktivitetet financiare dhe te sigurimit,,Individual,PRIZREN,8,12,10,2,7,5,0,0,2,1,1,0,1,4,1,2,0,0,0,291.32,294.29,287.16
2023,1,Aktivitetet financiare dhe te sigurimit,,SH.P.K.,FUSHË KOSOVË,3,3,1,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,597.58,396.38,1000
2023,1,"Aktivitetet profesionale, shkencore dhe teknike",,Individual,ISTOG,13,31,27,4,21,10,0,4,0,7,4,4,1,4,3,2,2,0,0,237.1,238.1,235
2023,1,"Aktivitetet profesionale, shkencore dhe teknike",,Ortakëria e përgj.,LIPJAN,1,3,3,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,302.1,328.15,
2023,1,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,FERIZAJ,140,486,453,33,336,147,3,41,26,113,72,88,25,54,17,34,7,6,0,403.79,405.4,403.58
2023,1,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,GJAKOVË,49,188,173,15,127,59,2,15,11,42,31,21,4,19,10,23,3,7,0,460.19,493.46,382.59
2023,1,"Aktivitetet profesionale, shkencore dhe teknike",,Individual,PRIZREN,94,238,229,9,119,119,0,12,12,42,58,24,15,19,17,19,16,3,1,303.78,302.58,304.96
2023,1,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,SKENDERAJ,6,17,15,2,15,2,0,8,0,4,0,2,1,1,1,0,0,0,0,557.75,581.65,378.5
2023,1,"Aktivitetet profesionale, shkencore dhe teknike",,Individual,SKENDERAJ,9,20,17,3,18,2,0,1,0,5,1,9,1,2,0,1,0,0,0,218.75,204.17,350
2023,1,"Aktivitetet profesionale, shkencore dhe teknike",,Individual,FUSHË KOSOVË,11,28,26,2,18,10,0,5,2,4,3,6,2,3,2,0,1,0,0,356.08,374.89,322.23
2023,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,,SH.P.K.,GJAKOVË,30,237,166,71,93,142,2,10,25,22,39,18,35,19,27,14,13,10,3,412.09,481.07,369.11
2023,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,,SH.P.K.,GLLOGOC,14,48,30,18,27,21,0,1,4,4,12,13,4,3,0,2,1,4,0,272.11,290.44,248.55
2023,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Individual,PRIZREN,142,350,302,48,90,260,0,6,33,37,98,28,51,8,52,9,22,2,4,293.28,355.44,271.68
2023,1,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",,SH.P.K.,VITI,1,3,1,2,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,347.29,347.29,
2023,1,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",,Shoqëri akcionare,FERIZAJ,1,2,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,270,270,
2023,1,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,Organizata Buxhetore,FERIZAJ,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,700,700,
2023,1,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,Individual,PRIZREN,3,3,3,0,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,213.33,270,185
2023,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,GJAKOVË,154,1272,"1,217",55,644,628,0,90,125,200,243,158,133,107,87,72,39,17,1,456.1,477.09,434.58
2023,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Shoqëri akcionare,GRAÇANICË,3,155,150,5,59,96,0,15,14,22,37,14,26,7,18,0,1,1,0,578.74,788.66,449.72
2023,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Ortakëria e përgj.,GRAÇANICË,1,3,3,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,264,264,
2023,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,NOVOBËRDË,9,16,16,0,12,4,0,2,1,2,0,3,2,0,1,5,0,0,0,206.16,193.95,242.79
2023,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,PRISHTINË,2156,21550,"20,675",875,11298,10054,198,2140,3068,3885,3775,2886,1799,1534,1071,758,312,95,29,592.2,655.13,463.59
2023,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Kompani e huaj,PRISHTINË,20,108,102,6,42,56,10,4,15,10,23,10,10,11,7,7,1,0,0,703.58,780.85,503.35
2023,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Kompani e huaj,FUSHË KOSOVË,4,9,6,3,5,4,0,1,1,0,1,4,2,0,0,0,0,0,0,329.1,418.27,217.63
2023,1,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,SH.P.K.,PEJË,3,29,28,1,23,6,0,5,0,2,0,4,2,7,2,5,2,0,0,334.48,343.47,300
2023,1,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,SH.P.K.,GJILAN,4,133,129,4,113,20,0,1,0,7,7,29,7,30,4,44,2,2,0,480.73,478.9,491.31
2023,1,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,SH.P.K.,ZVEÇAN,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,400,400,
2023,1,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,SH.P.K.,PRISHTINË,17,141,130,11,113,26,2,6,3,17,6,38,12,36,5,16,0,0,0,467,475.94,434.43
2023,1,Arsimi,,Individual,ISTOG,4,14,13,1,7,7,0,0,0,2,3,1,1,1,1,2,2,1,0,247.29,210.86,283.71
2023,1,Arsimi,,Ortakëria e përgj.,LIPJAN,1,269,252,17,60,182,27,4,17,30,102,14,29,7,20,4,14,1,0,436.73,462.86,391.72
2023,1,Ndertimtaria,,Kompani e huaj,OBILIQ,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,584.8,584.8,
2023,1,Ndertimtaria,,SH.P.K.,PRIZREN,129,913,858,55,728,157,28,61,14,182,67,200,28,159,31,112,17,14,0,440.85,443.38,405.16
2023,1,Ndertimtaria,,SH.P.K.,SHTËRPCË,6,30,29,1,29,1,0,6,0,5,0,4,0,9,1,5,0,0,0,288.48,292.56,170
2023,1,Ndertimtaria,,SH.P.K.,FUSHË KOSOVË,94,1084,"1,046",38,952,124,8,113,15,266,43,264,37,182,23,120,6,7,0,610.93,611.4,602.37
2023,1,Industria nxjerrese,,SH.P.K.,VITI,3,36,33,3,31,5,0,2,1,7,2,6,1,9,1,6,0,1,0,517.04,533.1,417.43
2023,1,Industria nxjerrese,,SH.P.K.,ISTOG,2,9,8,1,6,3,0,1,1,1,0,2,1,2,1,0,0,0,0,224.78,198.33,277.67
2023,1,Industria nxjerrese,,SH.P.K.,SKENDERAJ,4,60,59,1,55,5,0,3,1,13,0,17,2,15,2,7,0,0,0,592.99,609.75,408.65
2023,1,Industria perpunuese,,Ortakëria e përgj.,FERIZAJ,3,17,17,0,12,5,0,1,0,3,1,4,0,2,4,2,0,0,0,241.18,225,280
2023,1,Industria perpunuese,,SH.P.K.,GJAKOVË,99,3197,"3,149",48,2086,1094,17,533,185,690,271,413,257,260,275,166,102,24,4,422.64,445.22,376.05
2023,1,Industria perpunuese,,Individual,PRIZREN,347,1216,"1,194",22,811,403,2,146,63,237,98,197,103,145,96,76,41,10,2,264.79,277.94,238.49
2023,1,Industria perpunuese,,SH.P.K.,KAMENICË,26,221,218,3,189,32,0,19,3,49,7,51,10,42,9,27,3,1,0,446.09,467.81,317.84
2023,1,Industria perpunuese,,Individual,MITROVICË VERIORE,4,8,7,1,3,5,0,0,0,1,2,1,0,0,1,1,2,0,0,170,196.67,154
2023,1,Informimi dhe komunikimi,,Individual,ISTOG,3,16,13,3,9,7,0,1,0,5,6,2,0,1,1,0,0,0,0,284.86,281.59,289.08
2023,1,Informimi dhe komunikimi,,Individual,OBILIQ,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,300,300,
2023,1,Informimi dhe komunikimi,,Individual,DRAGASH,5,14,14,0,11,3,0,1,0,6,1,0,1,1,0,3,1,0,0,296.57,302.31,265
2023,1,Informimi dhe komunikimi,,SH.P.K.,LEPOSAVIQ,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200,200,
2023,1,Transporti dhe magazinimi,,SH.P.K.,DEÇAN,7,29,27,2,20,9,0,2,1,2,2,9,2,3,3,4,1,0,0,248.3,239.21,268.48
2023,1,Transporti dhe magazinimi,,Individual,OBILIQ,3,11,11,0,9,2,0,0,1,3,1,5,0,1,0,0,0,0,0,228.08,192.22,389.42
2023,1,Transporti dhe magazinimi,,Shoqëri akcionare,MITROVICË,1,25,24,1,16,9,0,0,0,0,1,3,1,1,1,9,5,3,1,272.28,286.63,246.78
2023,1,Transporti dhe magazinimi,,Individual,NOVOBËRDË,1,3,3,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,233.33,233.33,
2023,1,Transporti dhe magazinimi,,Shoqëri akcionare,FUSHË KOSOVË,2,465,455,10,419,45,1,1,0,38,8,73,20,81,11,213,5,13,1,569.04,567.76,585.06
2023,1,Aktivitetet e tjera sherbyese,,SH.P.K.,GJILAN,39,99,92,7,41,58,0,6,17,15,18,12,10,3,8,4,5,1,0,263.43,264.92,262.38
2023,1,Aktivitetet e tjera sherbyese,,OJQ,LIPJAN,6,27,24,3,9,18,0,1,4,1,10,5,4,1,0,1,0,0,0,317.92,435.41,259.18
2023,1,Aktivitetet e tjera sherbyese,, Bashkësi Fetare,OBILIQ,1,18,16,2,17,1,0,0,0,6,1,9,0,1,0,1,0,0,0,387.88,401.87,150
2023,1,Aktivitetet e tjera sherbyese,,OJQ,KAÇANIK,2,6,4,2,2,4,0,0,2,1,1,1,1,0,0,0,0,0,0,450.55,475,438.33
2023,1,Aktivitetet e tjera sherbyese,, Bashkësi Fetare,VUSHTRRI,1,3,3,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,703.33,705,700
2023,1,Aktivitetet e tjera sherbyese,, Bashkësi Fetare,HANI I ELEZIT,1,8,8,0,7,1,0,1,0,1,0,3,0,2,1,0,0,0,0,434.96,444.98,364.81
2023,1,Akomodimi dhe sherbimi ushqimor,,SH.P.K.,PRIZREN,120,1043,"1,009",34,731,300,12,196,39,256,80,143,78,98,82,33,20,5,1,381.34,396.08,339.67
2023,1,Akomodimi dhe sherbimi ushqimor,,SH.P.K.,RAHOVEC,18,77,71,6,65,12,0,11,1,31,2,10,2,7,4,5,3,1,0,284.11,286.33,272.08
2023,1,Akomodimi dhe sherbimi ushqimor,,Ortakëria e përgj.,SUHAREKË,1,8,7,1,7,1,0,2,0,0,1,1,0,4,0,0,0,0,0,322.5,311.43,400
2023,1,"Artet, Argetimi dhe rekreacioni",,Shoqëri akcionare,OBILIQ,1,4,4,0,4,0,0,0,0,1,0,2,0,1,0,0,0,0,0,459.24,459.24,
2023,1,"Artet, Argetimi dhe rekreacioni",,Individual,PRIZREN,17,37,34,3,28,9,0,4,2,12,2,4,3,5,1,3,0,0,1,256.06,244.8,291.08
2023,1,"Artet, Argetimi dhe rekreacioni",,Individual,PRISHTINË,24,67,57,10,41,13,13,6,5,16,4,7,1,6,3,5,0,1,0,397.52,353.78,394.61
2023,1,Bujqesia;Pylltaria dhe Peshkimi,,Ortakëria e përgj.,VITI,1,6,6,0,5,1,0,0,0,1,0,1,1,1,0,2,0,0,0,325,310,400
2023,1,Bujqesia;Pylltaria dhe Peshkimi,,Individual,OBILIQ,5,15,14,1,10,5,0,0,0,5,1,4,0,0,0,1,2,0,2,205,205.71,200
2023,1,Bujqesia;Pylltaria dhe Peshkimi,,Ndërmarrje shoq.,FERIZAJ,1,2,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,170,170,
2023,1,Bujqesia;Pylltaria dhe Peshkimi,,Ortakëria e përgj.,PRIZREN,1,3,3,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,300,300,
2023,1,Bujqesia;Pylltaria dhe Peshkimi,,Individual,ZUBIN POTOK,1,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,170,170,
2023,1,Aktivitetet financiare dhe te sigurimit,,SH.P.K.,GJAKOVË,4,39,35,4,12,27,0,2,11,4,6,4,8,2,2,0,0,0,0,264.21,304.04,246.51
2023,1,Aktivitetet financiare dhe te sigurimit,,Individual,GLLOGOC,1,3,3,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,500.81,500.81,
2023,1,Sherbimet administrative dhe mbeshtetese,,Individual,GJILAN,14,30,28,2,15,13,2,1,2,4,2,3,1,4,6,3,2,0,0,345.09,377.98,304.62
2023,1,Sherbimet administrative dhe mbeshtetese,,Individual,SHTIME,2,4,3,1,3,1,0,0,0,2,0,1,1,0,0,0,0,0,0,423.41,481.21,250
2023,1,Sherbimet administrative dhe mbeshtetese,,Shoqëri akcionare,VUSHTRRI,1,177,174,3,145,32,0,6,0,22,5,42,11,42,12,32,4,1,0,330.14,328.72,336.62
2023,1,Sherbimet administrative dhe mbeshtetese,,Individual,MALISHEVË,6,8,8,0,4,4,0,2,0,1,3,0,1,1,0,0,0,0,0,256.25,230,282.5
2023,1,"Aktivitetet profesionale, shkencore dhe teknike",,Individual,OBILIQ,4,6,5,1,5,1,0,0,0,0,1,5,0,0,0,0,0,0,0,275.26,262.04,328.15
2023,1,"Aktivitetet profesionale, shkencore dhe teknike",,Ortakëria e përgj.,FERIZAJ,1,4,4,0,1,3,0,0,1,1,2,0,0,0,0,0,0,0,0,819.06,1248.88,675.79
2023,1,"Aktivitetet profesionale, shkencore dhe teknike",,Individual,GLLOGOC,18,36,36,0,19,17,0,2,1,8,8,6,3,1,2,2,3,0,0,306.7,305.79,307.71
2023,1,"Aktivitetet profesionale, shkencore dhe teknike",,Ortakëria e përgj.,KAMENICË,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,170,170,
2023,1,"Aktivitetet profesionale, shkencore dhe teknike",,SH.P.K.,MITROVICË,44,123,108,15,90,33,0,16,7,37,18,22,6,6,0,5,2,4,0,394.59,412.27,346.36
2023,1,"Aktivitetet profesionale, shkencore dhe teknike",,Individual,NOVOBËRDË,2,9,9,0,4,4,1,0,1,2,3,1,0,0,0,1,0,0,0,343.54,189.77,443.49
2023,1,"Aktivitetet profesionale, shkencore dhe teknike",,Shoqëri akcionare,PRISHTINË,2,11,10,1,10,1,0,0,0,4,0,2,0,1,0,3,1,0,0,530.65,556.62,270.94
2023,1,"Aktivitetet profesionale, shkencore dhe teknike",,Zyra e Përfaqësisë në Kosovë,PRISHTINË,1,4,3,1,1,3,0,0,0,0,1,0,1,1,1,0,0,0,0,1284.59,3412.5,575.29
2023,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Individual,KLINË,14,55,40,15,18,36,1,1,5,6,16,7,8,1,6,2,0,1,1,258.1,240.51,268.51
2023,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,,SH.P.K.,FERIZAJ,66,399,302,97,148,247,4,11,67,28,96,56,42,28,31,21,8,4,3,547.16,842.65,369.72
2023,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,,OJQ,GJAKOVË,2,16,16,0,5,10,1,0,1,2,2,2,3,0,3,1,1,0,0,427.53,439.52,439.29
2023,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,,Individual,GRAÇANICË,3,9,8,1,1,8,0,0,2,1,1,0,1,0,3,0,1,0,0,654.38,1000,611.18
2023,1,Aktivitetet e shendetit te njeriut dhe te punes sociale,,SH.P.K.,SKENDERAJ,4,4,2,2,1,3,0,0,1,0,0,0,2,0,0,0,0,1,0,162.5,200,150
2023,1,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",,SH.P.K.,PEJË,3,29,27,2,21,8,0,2,0,6,3,8,2,2,2,3,1,0,0,498.63,551.96,358.63
2023,1,"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",,SH.P.K.,SUHAREKË,2,3,3,0,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,247.94,271.91,200
2023,1,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,SH.P.K.,FERIZAJ,6,42,41,1,34,8,0,3,1,7,3,10,3,7,0,3,1,4,0,389.78,358.66,522.05
2023,1,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,Individual,GLLOGOC,1,3,3,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,215.8,215.8,215.8
2023,1,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,, Odat,PRISHTINË,6,237,36,201,118,117,2,0,2,17,29,38,41,36,32,24,11,3,2,184.81,183.85,187.66
2023,1,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,Projekt,PRISHTINË,4,156,21,135,94,62,0,5,13,25,27,32,11,18,7,14,4,0,0,974.55,996.01,942.01
2023,1,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,SH.P.K.,PRISHTINË,43,2423,"2,357",66,2226,191,6,121,32,315,83,397,46,638,21,651,9,104,0,429.58,408.26,685.46
2023,1,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,Organizata Buxhetore,PRISHTINË,15,79122,"78,200",922,43173,35629,320,1640,592,5939,7139,10262,10868,11925,8603,12355,7949,1052,478,642.61,682.73,587.85
2023,1,Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,,Agjension i Huaj Qeveritar,PRISHTINË,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1730,1730,
2023,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Ortakëria e përgj.,GJILAN,3,20,20,0,12,8,0,2,2,6,4,2,1,1,1,1,0,0,0,198,199.17,196.25
2023,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Shoqëri akcionare,LIPJAN,1,18,18,0,5,13,0,2,2,2,9,0,2,1,0,0,0,0,0,450.84,854.68,295.52
2023,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,DRAGASH,62,150,142,8,108,42,0,11,9,34,12,20,12,23,8,17,1,3,0,253.13,247.67,266.4
2023,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,PRIZREN,884,2348,"2,291",57,1492,845,11,256,124,417,209,371,223,274,215,150,68,24,6,282.95,300.26,252.5
2023,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,SH.P.K.,LEPOSAVIQ,11,30,29,1,19,11,0,1,0,3,2,7,3,3,2,3,4,2,0,241.35,254.24,219.09
2023,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,LEPOSAVIQ,9,15,15,0,6,9,0,0,0,3,5,3,2,0,1,0,1,0,0,235.2,254.67,222.22
2023,1,Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,,Individual,FUSHË KOSOVË,138,478,466,12,296,177,5,46,24,111,53,85,48,32,42,21,8,1,2,415.7,446.19,361.13
2023,1,Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,,Individual,KAÇANIK,2,3,3,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,203.67,203.67,
2023,2,Arsimi,,SH.P.K.,GJAKOVË,9,57,51,6,18,39,0,2,7,5,14,3,8,0,8,3,2,5,0,210.07,244.62,194.12
2023,2,Arsimi,,Individual,PARTESH,1,6,4,2,4,2,0,0,0,1,0,0,0,0,1,2,1,1,0,125,102.5,170
2023,2,Arsimi,,SH.P.K.,PRIZREN,21,139,125,14,36,100,3,1,9,12,45,4,22,8,14,9,10,2,0,281.02,277.53,278.01
2023,2,Arsimi,,Individual,SUHAREKË,15,51,45,6,18,33,0,1,1,2,15,9,6,4,7,2,4,0,0,263.25,269.07,260.08
2023,2,Arsimi,,Individual,PRISHTINË,60,450,422,28,60,386,4,6,43,17,123,15,114,10,71,10,29,2,6,340.55,304.08,345.38
2023,2,Ndertimtaria,,SH.P.K.,KAÇANIK,34,236,228,8,205,30,1,21,4,60,10,56,9,43,5,22,2,3,0,364.07,373.31,307.42
2023,2,Ndertimtaria,,SH.P.K.,SUHAREKË,83,671,637,34,540,130,1,80,12,143,40,162,36,91,29,60,13,4,0,499.54,520.92,411.39
2023,2,Ndertimtaria,,SH.P.K.,LEPOSAVIQ,3,8,8,0,7,1,0,1,0,1,0,4,0,0,0,1,1,0,0,250.97,258.25,200
2023,2,Ndertimtaria,,Individual,HANI I ELEZIT,1,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,250,250,
2023,2,Person Fizik,,Person fizik,VITI,3,7,7,0,3,4,0,0,1,2,0,0,0,0,2,1,1,0,0,195.71,200,192.5
2023,2,Person Fizik,,Person fizik,VUSHTRRI,16,47,44,3,29,17,1,7,2,6,5,10,5,5,4,1,1,0,0,314.25,326.7,303.55
2023,2,Mungon aktiviteti,,OJQ,GJILAN,25,173,121,52,91,81,1,9,4,27,29,19,22,15,19,16,6,5,1,387.26,369.94,400.27
2023,2,Mungon aktiviteti,,OJQ,GJAKOVË,4,21,16,5,5,16,0,0,1,0,3,0,4,1,3,3,4,1,1,488.3,755.71,404.73
2023,2,Mungon aktiviteti,,Agjension i Huaj Qeveritar,PRIZREN,1,56,56,0,47,9,0,3,0,13,1,9,2,10,2,12,4,0,0,522.04,522.32,520.56
2023,2,Mungon aktiviteti,, Bashkësi Fetare,MALISHEVË,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,328.15,328.15,
2023,2,Mungon aktiviteti,,Organizata Buxhetore,PRISHTINË,9,794,356,438,445,346,3,9,24,53,104,65,56,49,43,40,37,229,82,1171.03,1086.73,1277.56
2023,2,Industria nxjerrese,,Ndërmarrje nën menaxhim të AKP-së,GJAKOVË,1,3,3,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,297.29,297.29,
2023,2,Industria nxjerrese,,SH.P.K.,PRIZREN,15,205,194,11,177,28,0,13,4,31,7,50,9,44,6,33,1,6,1,447.54,461.58,358.78
2023,1,Arsimi,,SH.P.K.,ISTOG,4,14,8,6,6,8,0,0,1,1,2,1,1,2,3,2,1,0,0,188.66,121.73,238.87
2023,1,Arsimi,,SH.P.K.,PRISHTINË,177,3492,"2,994",498,1337,2056,99,82,278,249,807,379,505,309,311,270,135,48,20,673.91,839.71,541.11
2023,1,Arsimi,,SH.P.K.,ZUBIN POTOK,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,215.79,215.79,
2023,1,Arsimi,,SH.P.K.,FUSHË KOSOVË,21,145,139,6,20,123,2,2,7,2,45,6,42,5,24,5,5,0,0,243.74,218.5,248.02
2023,1,Ndertimtaria,,Individual,DRAGASH,18,48,41,7,42,6,0,7,0,10,1,16,2,6,3,3,0,0,0,260.7,261.99,254.23
2023,1,Ndertimtaria,,Ortakëria e përgj.,PRISHTINË,4,26,25,1,10,9,7,1,0,3,3,2,3,2,1,2,2,0,0,1561.25,954.57,552.83
2023,1,Person Fizik,,Person fizik,PARTESH,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,400,,400
2023,1,Person Fizik,,Person fizik,VUSHTRRI,16,46,43,3,29,16,1,7,1,6,4,10,6,5,4,1,1,0,0,323.01,325.79,316.28
2023,1,Mungon aktiviteti,,OJQ,VITI,1,5,2,3,2,3,0,0,0,0,0,1,0,0,0,0,3,1,0,148,160,140
2023,1,Mungon aktiviteti,,Individual,PRIZREN,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,200,,200
2023,1,Mungon aktiviteti,, Bashkësi Fetare,VUSHTRRI,1,56,52,4,51,4,1,1,0,10,3,21,0,13,1,5,0,1,0,680.51,713.89,312.5
2023,1,Mungon aktiviteti,,OJQ,MITROVICË,32,377,322,55,166,203,8,26,37,38,75,42,45,31,27,25,17,4,2,508.47,494.9,509.24
2023,1,Mungon aktiviteti,, Bashkësi Fetare,SKENDERAJ,1,27,21,6,23,4,0,2,0,5,1,9,2,5,0,2,1,0,0,502.09,572.46,97.5
2023,1,Mungon aktiviteti,,Parti Politike,MITROVICË VERIORE,1,15,15,0,9,6,0,0,0,2,2,5,2,2,1,0,1,0,0,563.03,560.68,566.57
2023,1,Industria nxjerrese,,Shoqëri akcionare,OBILIQ,1,156,156,0,147,9,0,0,1,11,1,17,1,30,3,81,3,8,0,,,
2023,1,Industria nxjerrese,,Individual,PRISHTINË,1,6,6,0,5,1,0,1,0,1,1,1,0,2,0,0,0,0,0,366.67,360,400
2023,1,Industria perpunuese,,SH.P.K.,OBILIQ,43,700,685,15,533,166,1,80,30,177,48,147,48,94,33,33,6,2,1,573.11,634.27,375.36
